Season,Home Team,Away Team,Home Goals,Away Goals,Home Team ELO,Away Team ELO,Home XG,Away XG,Home XGA,Away XGA,Home Win Percentage,Home Draw Percentage,Away Win Percentage,Away Draw Percentage,Home Team Form,Away Team Form,Home Team Cumulative Points,Away Team Cumulative Points,Winner
2015-2016,Chelsea,Bournemouth,0,1,1126,492,54.0,45.0,39.0,54.0,53.11,25.22,14.29,28.57,0.2666666666666666,0.1333333333333333,15,10,-1
2015-2016,Newcastle Utd,Liverpool,2,0,921,1129,39.0,53.0,55.0,38.0,38.41,25.73,49.56,25.11,0.2666666666666666,0.6666666666666666,10,23,1
2015-2016,Everton,Crystal Palace,1,1,1079,1060,56.0,44.0,52.0,52.0,36.22,28.78,28.0,26.0,0.5333333333333333,0.4666666666666667,21,22,0
2015-2016,Norwich City,Everton,1,1,895,1071,39.0,56.0,60.0,52.0,28.33,30.38,36.18,28.86,0.2666666666666666,0.6,13,22,0
2015-2016,Sunderland,Watford,0,1,929,840,40.0,59.0,43.0,52.0,25.78,26.33,18.68,25.27,0.4,0.6,12,22,-1
2015-2016,West Ham,Stoke City,0,0,1029,1071,55.0,43.0,55.0,54.0,32.62,25.64,32.03,28.83,0.2,0.6666666666666666,23,22,0
2015-2016,Crystal Palace,Southampton,1,0,1076,1035,44.0,52.0,56.0,44.0,27.89,26.29,31.02,27.4,0.5333333333333333,0.4666666666666667,23,21,1
2015-2016,Manchester City,Swansea City,2,1,1214,978,71.0,35.0,40.0,53.0,41.35,24.47,31.74,27.54,0.4666666666666667,0.0666666666666666,29,14,1
2015-2016,Bournemouth,Manchester Utd,2,1,523,1163,39.0,54.0,45.0,40.0,20.0,26.67,63.82,21.09,0.3333333333333333,0.6,13,29,1
2015-2016,Aston Villa,Arsenal,0,2,864,1232,29.0,59.0,75.0,34.0,34.85,29.97,54.5,25.86,0.1333333333333333,0.5333333333333333,6,30,-1
2015-2016,Liverpool,West Brom,2,2,1125,1038,55.0,40.0,38.0,52.0,49.5,25.08,24.93,27.17,0.6,0.3333333333333333,23,19,0
2015-2016,Tottenham,Newcastle Utd,1,2,1143,947,66.0,36.0,39.0,53.0,40.07,25.97,38.49,25.7,0.6,0.4666666666666667,26,13,-1
2015-2016,Leicester City,Chelsea,2,1,1096,1108,69.0,45.0,54.0,45.0,28.81,28.53,53.05,25.19,0.8666666666666667,0.2666666666666666,32,15,1
2015-2016,Stoke City,Crystal Palace,1,2,1055,1092,43.0,54.0,44.0,52.0,31.91,29.08,28.17,26.19,0.6666666666666666,0.6666666666666666,23,26,-1
2015-2016,Manchester Utd,Norwich City,1,2,1137,921,45.0,40.0,39.0,60.0,63.75,21.06,28.23,30.61,0.5333333333333333,0.3333333333333333,29,14,-1
2015-2016,Southampton,Tottenham,0,2,1024,1154,56.0,44.0,66.0,36.0,30.97,27.36,40.02,25.94,0.2666666666666666,0.4,21,26,-1
2015-2016,Chelsea,Sunderland,3,1,1116,921,54.0,45.0,40.0,59.0,52.99,25.17,25.73,26.28,0.2666666666666666,0.4,15,12,1
2015-2016,Everton,Leicester City,2,3,1056,1111,56.0,52.0,69.0,45.0,36.14,28.94,29.01,28.45,0.4666666666666667,0.8666666666666667,23,35,-1
2015-2016,West Brom,Bournemouth,1,2,1008,553,40.0,52.0,39.0,54.0,24.86,27.37,25.0,25.0,0.4,0.5333333333333333,20,16,-1
2015-2016,Newcastle Utd,Aston Villa,1,1,943,868,39.0,29.0,53.0,59.0,38.56,25.67,34.81,29.93,0.6,0.1333333333333333,16,6,0
2015-2016,Watford,Liverpool,3,0,867,1098,43.0,52.0,55.0,38.0,19.57,25.0,49.45,25.17,0.6,0.4666666666666667,25,24,1
2015-2016,Swansea City,West Ham,0,0,980,1027,40.0,55.0,53.0,55.0,31.55,27.38,32.57,25.74,0.0666666666666666,0.2666666666666666,14,24,0
2015-2016,Arsenal,Manchester City,2,1,1247,1199,75.0,34.0,71.0,35.0,54.55,25.83,41.43,24.44,0.5333333333333333,0.4666666666666667,33,32,1
2015-2016,Stoke City,Manchester Utd,2,0,1075,1117,43.0,54.0,45.0,40.0,31.8,28.98,63.68,21.04,0.4666666666666667,0.3333333333333333,23,29,1
2015-2016,Manchester City,Sunderland,4,1,1204,916,71.0,35.0,40.0,59.0,41.37,24.4,25.68,26.23,0.4,0.4,32,12,1
2015-2016,Aston Villa,West Ham,1,1,875,1020,29.0,55.0,59.0,55.0,34.77,30.01,32.53,25.84,0.1333333333333333,0.2666666666666666,7,25,0
2015-2016,Bournemouth,Crystal Palace,0,0,568,1077,39.0,44.0,54.0,52.0,29.41,23.53,28.46,26.09,0.7333333333333333,0.6666666666666666,19,29,0
2015-2016,Tottenham,Norwich City,3,0,1161,914,66.0,36.0,39.0,60.0,40.09,25.91,28.47,30.51,0.5333333333333333,0.3333333333333333,29,17,1
2015-2016,Swansea City,West Brom,1,0,997,991,40.0,53.0,40.0,52.0,31.36,27.81,24.79,27.3,0.1333333333333333,0.4,15,20,1
2015-2016,Chelsea,Watford,2,2,1106,877,54.0,43.0,45.0,51.0,53.05,25.14,20.43,24.73,0.4666666666666667,0.8,18,28,0
2015-2016,Liverpool,Leicester City,1,0,1115,1094,55.0,38.0,69.0,45.0,49.39,25.14,29.2,28.37,0.4666666666666667,0.8666666666666667,24,38,1
2015-2016,Newcastle Utd,Everton,0,1,932,1067,39.0,53.0,56.0,52.0,38.52,25.76,36.1,28.9,0.4666666666666667,0.4,17,23,-1
2015-2016,Southampton,Arsenal,4,0,1049,1222,56.0,44.0,75.0,34.0,30.93,27.32,54.6,25.8,0.0666666666666666,0.6666666666666666,21,36,1
2015-2016,West Brom,Newcastle Utd,1,0,1004,919,40.0,52.0,39.0,53.0,24.72,27.22,38.47,25.73,0.2,0.4666666666666667,20,17,1
2015-2016,Norwich City,Aston Villa,2,0,928,861,39.0,60.0,29.0,59.0,28.38,30.41,34.73,30.09,0.3333333333333333,0.2,17,8,1
2015-2016,Everton,Stoke City,3,4,1051,1091,56.0,52.0,43.0,54.0,36.17,28.87,32.04,28.87,0.4,0.4666666666666667,26,26,-1
2015-2016,Watford,Tottenham,1,2,872,1166,43.0,51.0,66.0,36.0,20.21,25.53,40.15,25.88,0.8666666666666667,0.5333333333333333,29,32,-1
2015-2016,Crystal Palace,Swansea City,0,0,1073,1001,44.0,40.0,52.0,53.0,28.35,26.38,31.76,27.65,0.7333333333333333,0.2666666666666666,30,18,0
2015-2016,Arsenal,Bournemouth,2,0,1223,567,75.0,34.0,39.0,54.0,54.54,25.77,27.78,27.78,0.6666666666666666,0.7333333333333333,36,20,1
2015-2016,Manchester Utd,Chelsea,0,0,1116,1107,45.0,54.0,40.0,45.0,63.61,21.02,52.99,25.22,0.1333333333333333,0.3333333333333333,29,19,0
2015-2016,West Ham,Southampton,2,1,1037,1032,55.0,55.0,57.0,43.0,32.49,25.94,31.03,27.27,0.3333333333333333,0.2666666666666666,26,24,1
2015-2016,Leicester City,Manchester City,0,0,1099,1199,69.0,72.0,45.0,35.0,29.12,28.3,41.46,24.37,0.6666666666666666,0.6,38,35,0
2015-2016,Sunderland,Liverpool,0,1,908,1123,40.0,59.0,55.0,38.0,25.64,26.18,49.45,25.11,0.2,0.4666666666666667,12,27,-1
2015-2016,West Ham,Liverpool,2,0,1057,1103,55.0,55.0,55.0,38.0,32.58,25.9,49.5,25.08,0.4666666666666667,0.4666666666666667,29,30,1
2015-2016,Manchester Utd,Swansea City,2,1,1127,990,45.0,40.0,40.0,53.0,63.54,21.1,31.58,28.07,0.1333333333333333,0.3333333333333333,30,19,1
2015-2016,Sunderland,Aston Villa,3,1,922,847,40.0,59.0,29.0,59.0,25.59,26.13,34.7,30.06,0.0,0.2,12,8,1
2015-2016,West Brom,Stoke City,2,1,1024,1071,40.0,52.0,43.0,54.0,24.93,27.15,32.28,28.77,0.3333333333333333,0.6666666666666666,23,29,1
2015-2016,Arsenal,Newcastle Utd,1,0,1228,914,75.0,34.0,39.0,53.0,54.59,25.75,38.42,25.7,0.8,0.4666666666666667,39,17,1
2015-2016,Leicester City,Bournemouth,0,0,1084,582,69.0,39.0,45.0,54.0,29.04,28.49,26.32,26.32,0.6666666666666666,0.6666666666666666,39,20,0
2015-2016,Norwich City,Southampton,1,0,949,1011,39.0,60.0,57.0,43.0,28.62,30.3,30.99,27.23,0.4666666666666667,0.2666666666666666,20,24,1
2015-2016,Watford,Manchester City,1,2,868,1203,43.0,51.0,72.0,35.0,20.0,25.26,41.4,24.48,0.6666666666666666,0.4666666666666667,29,36,-1
2015-2016,Crystal Palace,Chelsea,0,3,1059,1121,44.0,52.0,54.0,45.0,28.24,26.67,52.93,25.3,0.6,0.3333333333333333,31,20,-1
2015-2016,Everton,Tottenham,1,1,1056,1161,56.0,66.0,52.0,36.0,36.13,28.84,40.22,25.86,0.3333333333333333,0.6666666666666666,26,35,0
2015-2016,Bournemouth,West Ham,1,3,580,1059,39.0,54.0,55.0,55.0,25.0,30.0,32.67,25.87,0.5333333333333333,0.6,21,32,-1
2015-2016,Aston Villa,Crystal Palace,1,0,872,1034,29.0,59.0,44.0,52.0,34.66,30.02,28.12,26.56,0.1333333333333333,0.5333333333333333,8,31,1
2015-2016,Newcastle Utd,Manchester Utd,3,3,923,1118,39.0,45.0,53.0,40.0,38.38,25.67,63.58,21.08,0.2666666666666666,0.2666666666666666,17,33,0
2015-2016,Chelsea,West Brom,2,2,1117,1028,54.0,40.0,45.0,52.0,52.98,25.28,25.14,27.07,0.5333333333333333,0.4666666666666667,23,26,0
2015-2016,Southampton,Watford,2,0,1021,858,57.0,43.0,43.0,51.0,30.94,27.19,19.79,25.0,0.2,0.4666666666666667,24,29,1
2015-2016,Swansea City,Sunderland,2,4,971,941,40.0,53.0,40.0,59.0,31.4,27.91,25.72,26.09,0.3333333333333333,0.2,19,15,-1
2015-2016,Manchester City,Everton,0,0,1197,1062,72.0,56.0,35.0,52.0,41.48,24.44,36.09,28.92,0.6666666666666666,0.3333333333333333,39,27,0
2015-2016,Stoke City,Norwich City,3,1,1082,938,43.0,54.0,39.0,60.0,32.17,28.67,28.86,30.2,0.4666666666666667,0.6666666666666666,29,23,1
2015-2016,Tottenham,Leicester City,0,1,1142,1103,66.0,36.0,69.0,45.0,40.18,25.94,28.96,28.69,0.6666666666666666,0.5333333333333333,36,40,-1
2015-2016,Liverpool,Arsenal,3,3,1109,1222,55.0,75.0,38.0,34.0,49.45,25.06,54.64,25.72,0.4666666666666667,0.8,30,42,0
2015-2016,Tottenham,Sunderland,4,1,1150,933,66.0,36.0,40.0,58.0,40.13,25.91,25.86,26.04,0.6666666666666666,0.4,36,18,1
2015-2016,Bournemouth,Norwich City,3,0,608,910,39.0,54.0,39.0,60.0,23.81,28.57,28.76,30.1,0.3333333333333333,0.6,21,23,1
2015-2016,Manchester City,Crystal Palace,4,0,1206,1025,72.0,35.0,44.0,52.0,41.42,24.55,28.02,26.46,0.5333333333333333,0.3333333333333333,40,31,1
2015-2016,Newcastle Utd,West Ham,2,1,945,1037,39.0,53.0,55.0,55.0,38.33,25.76,32.76,25.83,0.1333333333333333,0.7333333333333333,18,35,1
2015-2016,Southampton,West Brom,3,0,1037,1012,57.0,43.0,40.0,52.0,31.05,27.15,25.07,27.27,0.4,0.4666666666666667,27,27,1
2015-2016,Chelsea,Everton,3,3,1114,1065,54.0,56.0,45.0,52.0,52.92,25.36,36.05,29.0,0.6,0.3333333333333333,24,28,0
2015-2016,Aston Villa,Leicester City,1,1,881,1094,29.0,69.0,59.0,45.0,34.73,29.99,29.16,28.61,0.3333333333333333,0.5333333333333333,11,43,0
2015-2016,Liverpool,Manchester Utd,0,1,1093,1134,55.0,38.0,45.0,40.0,49.39,25.14,63.51,21.17,0.4666666666666667,0.3333333333333333,31,34,-1
2015-2016,Stoke City,Arsenal,0,0,1088,1216,43.0,75.0,54.0,34.0,32.4,28.57,54.58,25.8,0.6,0.6666666666666666,32,43,0
2015-2016,Swansea City,Watford,1,0,982,847,40.0,53.0,43.0,51.0,31.21,27.75,19.59,24.74,0.3333333333333333,0.2666666666666666,19,29,1
2015-2016,Norwich City,Liverpool,4,5,902,1101,39.0,60.0,55.0,38.0,28.67,30.0,49.34,25.11,0.4,0.4666666666666667,23,31,-1
2015-2016,Manchester Utd,Southampton,0,1,1114,1057,45.0,40.0,57.0,43.0,63.55,21.15,31.15,27.1,0.5333333333333333,0.6,37,30,-1
2015-2016,Leicester City,Stoke City,3,0,1110,1072,69.0,45.0,43.0,54.0,29.08,28.8,32.29,28.82,0.4,0.6666666666666666,44,33,1
2015-2016,Crystal Palace,Tottenham,1,3,1015,1160,44.0,52.0,67.0,36.0,27.91,26.36,40.2,25.88,0.1333333333333333,0.6666666666666666,31,39,-1
2015-2016,Watford,Newcastle Utd,2,1,867,925,43.0,51.0,39.0,53.0,19.39,24.49,38.41,25.72,0.0666666666666666,0.2666666666666666,29,21,1
2015-2016,Sunderland,Bournemouth,1,1,921,620,40.0,39.0,58.0,53.0,25.81,25.99,27.27,27.27,0.4,0.3333333333333333,18,24,0
2015-2016,West Brom,Aston Villa,0,0,1006,887,40.0,29.0,52.0,59.0,25.0,27.2,34.69,30.07,0.4666666666666667,0.3333333333333333,27,12,0
2015-2016,West Ham,Manchester City,2,2,1044,1199,55.0,73.0,55.0,35.0,32.71,25.8,41.5,24.51,0.6666666666666666,0.7333333333333333,35,43,0
2015-2016,Everton,Swansea City,1,2,1045,1002,56.0,52.0,40.0,53.0,36.01,29.07,31.61,27.59,0.4,0.4666666666666667,29,22,-1
2015-2016,Arsenal,Chelsea,0,1,1195,1135,75.0,34.0,54.0,45.0,54.52,25.88,52.86,25.44,0.5333333333333333,0.4666666666666667,44,25,-1
2015-2016,Norwich City,Tottenham,0,3,896,1166,39.0,60.0,67.0,36.0,28.57,29.9,40.26,25.85,0.4,0.6666666666666666,23,42,-1
2015-2016,Sunderland,Manchester City,0,1,916,1204,40.0,58.0,73.0,35.0,25.77,26.13,41.45,24.62,0.4666666666666667,0.6,19,44,-1
2015-2016,Arsenal,Southampton,0,0,1189,1063,75.0,57.0,34.0,43.0,54.46,25.85,31.26,27.06,0.5333333333333333,0.6,44,33,0
2015-2016,West Ham,Aston Villa,2,0,1053,878,55.0,55.0,29.0,59.0,32.67,25.9,34.65,30.14,0.6666666666666666,0.3333333333333333,36,13,1
2015-2016,Leicester City,Liverpool,2,0,1126,1085,69.0,45.0,55.0,38.0,29.27,28.73,49.39,25.08,0.6,0.4666666666666667,47,34,1
2015-2016,Manchester Utd,Stoke City,3,0,1128,1058,45.0,40.0,43.0,54.0,63.48,21.12,32.18,28.72,0.5333333333333333,0.4666666666666667,37,33,1
2015-2016,West Brom,Swansea City,1,1,1006,1002,40.0,40.0,52.0,53.0,24.93,27.4,32.0,27.43,0.5333333333333333,0.4666666666666667,28,25,0
2015-2016,Crystal Palace,Bournemouth,1,2,986,649,44.0,52.0,39.0,53.0,27.8,26.25,26.09,30.43,0.0666666666666666,0.3333333333333333,31,25,-1
2015-2016,Watford,Chelsea,0,0,877,1125,43.0,54.0,51.0,45.0,20.2,24.24,52.92,25.41,0.2,0.6,32,28,0
2015-2016,Everton,Newcastle Utd,3,0,1056,914,56.0,52.0,39.0,53.0,35.97,29.04,38.36,25.69,0.2,0.2666666666666666,29,21,1
2015-2016,Manchester City,Leicester City,1,3,1184,1146,73.0,35.0,69.0,45.0,41.53,24.58,29.46,28.65,0.7333333333333333,0.7333333333333333,47,50,-1
2015-2016,Tottenham,Watford,1,0,1171,872,67.0,36.0,43.0,51.0,40.33,25.82,20.0,25.0,0.6666666666666666,0.2666666666666666,45,33,1
2015-2016,Stoke City,Everton,0,3,1042,1072,43.0,54.0,56.0,52.0,32.07,28.62,36.04,29.01,0.2666666666666666,0.4,33,32,-1
2015-2016,Newcastle Utd,West Brom,1,0,934,986,39.0,53.0,40.0,52.0,38.31,25.66,24.86,27.6,0.2666666666666666,0.4,21,29,1
2015-2016,Liverpool,Sunderland,2,2,1078,923,55.0,40.0,38.0,58.0,49.34,25.05,25.72,26.08,0.2666666666666666,0.4666666666666667,34,19,0
2015-2016,Swansea City,Crystal Palace,1,1,1001,987,40.0,44.0,53.0,52.0,31.82,27.84,27.69,26.15,0.4666666666666667,0.0,26,31,0
2015-2016,Aston Villa,Norwich City,2,0,895,879,29.0,59.0,39.0,60.0,34.62,30.11,28.48,29.8,0.3333333333333333,0.2,13,23,1
2015-2016,Southampton,West Ham,1,0,1079,1037,57.0,43.0,55.0,55.0,31.21,27.17,32.76,25.86,0.6666666666666666,0.6666666666666666,34,39,1
2015-2016,Bournemouth,Arsenal,0,2,648,1190,39.0,53.0,75.0,34.0,29.17,29.17,54.4,25.93,0.5333333333333333,0.4,28,45,-1
2015-2016,Chelsea,Manchester Utd,1,1,1125,1128,54.0,45.0,45.0,40.0,52.86,25.49,63.52,21.1,0.6,0.6666666666666666,29,40,0
2015-2016,Sunderland,Manchester Utd,2,1,947,1104,40.0,58.0,45.0,40.0,25.67,26.21,63.45,21.19,0.3333333333333333,0.5333333333333333,20,41,1
2015-2016,Crystal Palace,Watford,1,2,966,893,44.0,52.0,43.0,51.0,27.59,26.44,19.8,24.75,0.0666666666666666,0.2666666666666666,32,33,-1
2015-2016,Norwich City,West Ham,2,2,886,1030,39.0,55.0,60.0,55.0,28.38,29.7,32.72,25.83,0.0,0.4666666666666667,23,39,0
2015-2016,Everton,West Brom,0,1,1052,1006,56.0,52.0,40.0,52.0,36.11,28.98,24.8,27.52,0.5333333333333333,0.2,35,29,-1
2015-2016,Bournemouth,Stoke City,1,3,645,1045,39.0,53.0,43.0,54.0,28.0,28.0,31.96,28.52,0.4666666666666667,0.2666666666666666,28,33,-1
2015-2016,Swansea City,Southampton,0,1,989,1091,40.0,53.0,57.0,43.0,31.64,28.25,31.32,27.13,0.5333333333333333,0.8666666666666667,27,37,-1
2015-2016,Chelsea,Newcastle Utd,5,1,1133,926,54.0,45.0,39.0,53.0,52.8,25.58,38.39,25.63,0.4666666666666667,0.4666666666666667,30,24,1
2015-2016,Arsenal,Leicester City,2,1,1204,1132,75.0,34.0,69.0,45.0,54.45,25.91,29.65,28.57,0.4,0.8666666666666667,48,53,1
2015-2016,Aston Villa,Liverpool,0,6,887,1086,29.0,59.0,55.0,38.0,34.69,30.08,49.29,25.14,0.5333333333333333,0.3333333333333333,16,35,-1
2015-2016,Manchester City,Tottenham,1,2,1167,1188,73.0,35.0,67.0,36.0,41.47,24.55,40.4,25.8,0.5333333333333333,0.8,47,48,-1
2015-2016,West Ham,Sunderland,1,0,1042,935,55.0,55.0,40.0,58.0,32.67,25.93,25.81,26.16,0.3333333333333333,0.3333333333333333,40,23,1
2015-2016,Leicester City,Norwich City,1,0,1138,880,69.0,45.0,39.0,60.0,29.57,28.49,28.29,29.93,0.6666666666666666,0.0666666666666666,53,24,1
2015-2016,Southampton,Chelsea,1,2,1077,1147,57.0,43.0,55.0,44.0,31.42,27.09,52.85,25.55,0.8666666666666667,0.6,40,33,-1
2015-2016,Stoke City,Aston Villa,2,1,1054,878,43.0,54.0,29.0,59.0,32.19,28.42,34.65,30.04,0.2666666666666666,0.3333333333333333,36,16,1
2015-2016,Watford,Bournemouth,0,0,883,655,43.0,39.0,51.0,53.0,20.59,24.51,26.92,26.92,0.4666666666666667,0.4666666666666667,36,28,0
2015-2016,West Brom,Crystal Palace,3,2,1020,952,40.0,52.0,44.0,52.0,25.0,27.45,27.48,26.34,0.3333333333333333,0.0666666666666666,32,32,1
2015-2016,Tottenham,Swansea City,2,1,1196,981,67.0,36.0,40.0,53.0,40.46,25.77,31.46,28.09,1.0,0.5333333333333333,51,27,1
2015-2016,Manchester Utd,Arsenal,3,2,1124,1184,45.0,40.0,75.0,34.0,63.38,21.16,54.5,25.88,0.4666666666666667,0.5333333333333333,41,51,1
2015-2016,Sunderland,Crystal Palace,2,2,936,951,40.0,44.0,58.0,52.0,25.76,26.12,27.38,26.24,0.3333333333333333,0.0666666666666666,23,32,0
2015-2016,Leicester City,West Brom,2,2,1133,1025,69.0,40.0,45.0,52.0,29.76,28.42,25.2,27.37,0.8,0.5333333333333333,56,35,0
2015-2016,Bournemouth,Southampton,2,0,684,1048,39.0,53.0,57.0,43.0,25.93,29.63,31.38,27.05,0.3333333333333333,0.6666666666666666,29,40,1
2015-2016,Norwich City,Chelsea,1,2,874,1153,39.0,60.0,55.0,44.0,28.2,29.84,52.9,25.52,0.0666666666666666,0.7333333333333333,24,36,-1
2015-2016,Aston Villa,Everton,1,3,869,1061,29.0,59.0,56.0,52.0,34.61,30.01,36.07,28.95,0.2666666666666666,0.4666666666666667,16,35,-1
2015-2016,Arsenal,Swansea City,1,2,1160,1005,75.0,34.0,40.0,53.0,54.44,25.85,31.28,27.93,0.4666666666666667,0.3333333333333333,51,27,-1
2015-2016,West Ham,Tottenham,1,0,1065,1173,55.0,55.0,67.0,36.0,32.76,25.89,40.53,25.74,0.5333333333333333,1.0,43,54,1
2015-2016,Stoke City,Newcastle Utd,1,0,1064,916,43.0,54.0,39.0,53.0,32.42,28.33,38.34,25.6,0.4,0.4,39,24,1
2015-2016,Manchester Utd,Watford,1,0,1130,877,45.0,40.0,43.0,51.0,63.42,21.14,20.39,25.24,0.4666666666666667,0.5333333333333333,44,37,1
2015-2016,Liverpool,Manchester City,3,0,1106,1147,57.0,37.0,73.0,35.0,49.34,25.11,41.41,24.52,0.4666666666666667,0.4666666666666667,38,47,1
2015-2016,Tottenham,Arsenal,2,2,1172,1161,67.0,75.0,36.0,34.0,40.48,25.71,54.38,25.82,0.8,0.4666666666666667,54,51,0
2015-2016,Swansea City,Norwich City,1,0,1015,864,40.0,53.0,39.0,60.0,31.67,27.78,28.1,29.74,0.3333333333333333,0.0666666666666666,30,24,1
2015-2016,Chelsea,Stoke City,1,1,1149,1068,55.0,43.0,44.0,54.0,52.95,25.49,32.65,28.23,0.7333333333333333,0.6,39,42,0
2015-2016,Manchester City,Aston Villa,4,0,1152,864,73.0,35.0,29.0,59.0,41.36,24.48,34.57,29.98,0.2666666666666666,0.2,47,16,1
2015-2016,Newcastle Utd,Bournemouth,1,3,891,709,39.0,53.0,39.0,53.0,38.3,25.57,28.57,28.57,0.2,0.4666666666666667,24,32,-1
2015-2016,Southampton,Sunderland,1,1,1043,941,57.0,40.0,43.0,58.0,31.33,27.01,25.71,26.25,0.4666666666666667,0.3333333333333333,40,24,0
2015-2016,Everton,West Ham,2,3,1045,1081,56.0,52.0,55.0,55.0,36.14,28.92,32.85,25.86,0.6,0.6666666666666666,38,46,-1
2015-2016,Watford,Leicester City,0,1,871,1139,43.0,51.0,69.0,45.0,20.19,25.0,29.68,28.61,0.3333333333333333,0.6666666666666666,37,57,-1
2015-2016,Crystal Palace,Liverpool,1,2,942,1115,44.0,52.0,57.0,37.0,27.27,26.52,49.4,25.08,0.1333333333333333,0.6666666666666666,33,41,-1
2015-2016,West Brom,Manchester Utd,1,0,1046,1109,40.0,52.0,45.0,40.0,25.14,27.57,63.46,21.12,0.5333333333333333,0.6666666666666666,36,47,1
2015-2016,Norwich City,Manchester City,0,0,875,1141,39.0,74.0,60.0,35.0,28.01,29.64,41.44,24.45,0.0666666666666666,0.4,24,50,0
2015-2016,Bournemouth,Swansea City,3,2,736,988,39.0,53.0,40.0,53.0,31.03,27.59,32.04,27.62,0.4666666666666667,0.4666666666666667,35,33,1
2015-2016,Stoke City,Southampton,1,2,1051,1060,43.0,54.0,57.0,43.0,32.54,28.47,31.28,27.12,0.6666666666666666,0.4666666666666667,43,41,-1
2015-2016,Aston Villa,Tottenham,0,2,859,1177,29.0,59.0,67.0,36.0,34.54,29.95,40.44,25.79,0.2,0.6666666666666666,16,55,-1
2015-2016,Leicester City,Newcastle Utd,1,0,1145,885,69.0,45.0,39.0,53.0,29.87,28.53,38.25,25.54,0.6666666666666666,0.2,60,24,1
2015-2016,Everton,Arsenal,0,2,1034,1172,56.0,52.0,75.0,34.0,36.11,28.88,54.32,25.9,0.6,0.4666666666666667,38,52,-1
2015-2016,Watford,Stoke City,1,2,863,1059,43.0,51.0,43.0,54.0,20.0,24.76,32.43,28.38,0.2666666666666666,0.6666666666666666,37,43,-1
2015-2016,Crystal Palace,Leicester City,0,1,934,1153,44.0,52.0,69.0,45.0,27.17,26.42,30.05,28.46,0.1333333333333333,0.6666666666666666,33,63,-1
2015-2016,Chelsea,West Ham,2,2,1146,1084,55.0,55.0,44.0,55.0,52.9,25.57,32.94,25.82,0.7333333333333333,0.6666666666666666,40,49,0
2015-2016,West Brom,Norwich City,0,1,1023,898,40.0,52.0,39.0,60.0,25.34,27.49,27.92,29.87,0.6666666666666666,0.1333333333333333,39,25,-1
2015-2016,Swansea City,Aston Villa,1,0,998,849,40.0,53.0,29.0,59.0,31.87,27.47,34.5,29.91,0.4,0.0,33,16,1
2015-2016,Southampton,Liverpool,3,2,1079,1096,57.0,43.0,57.0,37.0,31.38,27.08,49.45,25.05,0.4666666666666667,0.6666666666666666,44,44,1
2015-2016,Newcastle Utd,Sunderland,1,1,888,938,39.0,40.0,53.0,58.0,38.2,25.51,25.67,26.38,0.2,0.4,24,25,0
2015-2016,Manchester City,Manchester Utd,0,1,1124,1126,74.0,35.0,45.0,40.0,41.38,24.55,63.39,21.09,0.2666666666666666,0.4666666666666667,51,47,-1
2015-2016,Tottenham,Bournemouth,3,0,1179,734,67.0,36.0,39.0,53.0,40.5,25.76,33.33,26.67,0.6666666666666666,0.6666666666666666,58,38,1
2015-2016,Aston Villa,Chelsea,0,4,844,1151,29.0,59.0,55.0,44.0,34.46,29.88,52.84,25.66,0.0,0.7333333333333333,16,41,-1
2015-2016,Arsenal,Watford,4,0,1177,858,75.0,34.0,43.0,51.0,54.37,25.87,19.81,24.53,0.4666666666666667,0.2666666666666666,55,37,1
2015-2016,Stoke City,Swansea City,2,2,1056,1001,43.0,40.0,54.0,53.0,32.66,28.28,32.24,27.32,0.6666666666666666,0.6,46,36,0
2015-2016,West Ham,Crystal Palace,2,2,1077,941,55.0,44.0,55.0,52.0,32.89,25.92,27.07,26.32,0.7333333333333333,0.0666666666666666,50,33,0
2015-2016,Norwich City,Newcastle Utd,3,2,914,872,39.0,60.0,39.0,53.0,28.16,29.77,38.16,25.6,0.2666666666666666,0.0666666666666666,28,25,1
2015-2016,Bournemouth,Manchester City,0,4,731,1127,39.0,53.0,74.0,35.0,32.26,25.81,41.32,24.52,0.6666666666666666,0.2666666666666666,38,51,-1
2015-2016,Sunderland,West Brom,0,0,942,1019,40.0,40.0,58.0,52.0,25.62,26.51,25.27,27.42,0.4,0.6666666666666666,26,39,0
2015-2016,Liverpool,Tottenham,1,1,1100,1175,57.0,67.0,37.0,36.0,49.4,25.03,40.57,25.74,0.6666666666666666,0.6666666666666666,44,61,0
2015-2016,Leicester City,Southampton,1,0,1166,1066,69.0,45.0,57.0,43.0,30.24,28.38,31.49,27.04,0.8666666666666667,0.4666666666666667,66,47,1
2015-2016,Manchester Utd,Everton,1,0,1138,1022,45.0,40.0,56.0,52.0,63.43,21.07,36.07,28.85,0.6,0.4,50,38,1
2015-2016,West Ham,Arsenal,3,3,1081,1173,55.0,76.0,55.0,34.0,32.85,26.02,54.42,25.85,0.7333333333333333,0.4666666666666667,51,58,0
2015-2016,Crystal Palace,Norwich City,1,0,956,899,44.0,52.0,39.0,60.0,26.97,26.59,28.39,29.68,0.1333333333333333,0.4666666666666667,34,31,1
2015-2016,Southampton,Newcastle Utd,3,1,1074,864,57.0,43.0,39.0,53.0,31.44,26.99,38.11,25.57,0.4666666666666667,0.0666666666666666,47,25,1
2015-2016,Swansea City,Chelsea,1,0,1024,1128,40.0,53.0,56.0,43.0,32.07,27.72,52.89,25.63,0.6666666666666666,0.7333333333333333,37,44,1
