Season,Home Team,Away Team,Home Goals,Away Goals,Home Team ELO,Away Team ELO,Home XG,Away XG,Home XGA,Away XGA,Home Win Percentage,Home Draw Percentage,Away Win Percentage,Away Draw Percentage,Home Team Form,Away Team Form,Home Team Cumulative Points,Away Team Cumulative Points,Winner
2017-2018,Leicester City,Burnley,1,0,1593,1589,50.0,50.0,33.0,52.0,30.73,28.21,25.78,22.66,0.5333333333333333,0.8,17,25,1
2017-2018,West Brom,Crystal Palace,0,0,1485,1486,35.0,57.0,49.0,54.0,25.0,28.01,26.99,24.85,0.13333333333333333,0.4,12,9,0
2017-2018,Brighton,Liverpool,1,5,1526,1734,37.0,52.0,80.0,36.0,28.57,35.71,49.69,25.41,0.4,0.8666666666666667,17,26,-1
2017-2018,Arsenal,Manchester Utd,1,3,1738,1747,74.0,47.0,64.0,40.0,54.71,25.41,62.91,21.62,0.8,0.8,28,32,-1
2017-2018,Bournemouth,Southampton,1,1,1530,1543,41.0,43.0,64.0,45.0,30.0,23.33,31.83,26.9,0.4666666666666667,0.26666666666666666,14,16,0
2017-2018,Manchester City,West Ham,2,1,1840,1487,98.0,24.0,37.0,58.0,43.26,24.3,32.56,25.98,1.0,0.13333333333333333,40,10,1
2017-2018,West Ham,Chelsea,1,0,1483,1805,37.0,58.0,61.0,34.0,32.52,25.94,53.84,24.87,0.06666666666666667,0.8666666666666667,10,32,1
2017-2018,Swansea City,West Brom,1,0,1462,1485,30.0,62.0,35.0,49.0,31.28,24.69,24.94,28.18,0.06666666666666667,0.2,9,13,1
2017-2018,Tottenham,Stoke City,5,1,1724,1532,71.0,36.0,36.0,67.0,41.66,25.69,31.65,28.29,0.3333333333333333,0.3333333333333333,25,16,1
2017-2018,Crystal Palace,Bournemouth,2,2,1486,1531,57.0,41.0,54.0,64.0,26.91,25.08,29.67,24.18,0.4,0.5333333333333333,10,15,0
2017-2018,Burnley,Watford,1,0,1573,1547,33.0,52.0,46.0,53.0,25.58,22.48,23.95,23.35,0.6,0.4666666666666667,25,22,1
2017-2018,Huddersfield,Brighton,2,0,1489,1519,33.0,52.0,37.0,52.0,26.67,20.0,26.67,33.33,0.2,0.3333333333333333,15,17,1
2017-2018,Newcastle Utd,Leicester City,2,3,1483,1609,45.0,51.0,50.0,50.0,37.95,25.61,30.89,28.15,0.06666666666666667,0.5333333333333333,15,20,-1
2017-2018,Southampton,Arsenal,1,1,1542,1722,43.0,74.0,45.0,47.0,31.79,27.0,54.66,25.38,0.26666666666666666,0.6,17,28,0
2017-2018,Liverpool,Everton,1,1,1741,1582,81.0,45.0,36.0,54.0,49.74,25.38,36.23,28.66,0.8666666666666667,0.6666666666666666,29,18,0
2017-2018,Manchester Utd,Manchester City,1,2,1763,1844,64.0,40.0,98.0,24.0,62.95,21.6,43.33,24.27,0.8,1.0,35,43,-1
2017-2018,Burnley,Stoke City,1,0,1588,1524,33.0,52.0,36.0,67.0,26.15,22.31,31.56,28.21,0.6,0.26666666666666666,28,16,1
2017-2018,Huddersfield,Chelsea,1,3,1506,1777,33.0,52.0,61.0,34.0,31.25,18.75,53.78,24.85,0.2,0.6666666666666666,18,32,-1
2017-2018,Crystal Palace,Watford,2,1,1488,1532,57.0,54.0,46.0,53.0,26.83,25.3,23.81,23.21,0.4666666666666667,0.4666666666666667,11,22,1
2017-2018,Southampton,Leicester City,1,4,1550,1619,43.0,45.0,50.0,50.0,31.74,27.11,31.05,28.08,0.3333333333333333,0.6666666666666666,18,23,-1
2017-2018,Swansea City,Manchester City,0,4,1479,1856,30.0,62.0,98.0,24.0,31.56,24.59,43.4,24.24,0.26666666666666666,1.0,12,46,-1
2017-2018,Newcastle Utd,Everton,0,1,1473,1589,45.0,51.0,45.0,54.0,37.91,25.58,36.2,28.73,0.06666666666666667,0.5333333333333333,15,19,-1
2017-2018,Manchester Utd,Bournemouth,1,0,1751,1529,64.0,40.0,41.0,64.0,62.88,21.57,29.35,25.0,0.8,0.4,35,16,1
2017-2018,Tottenham,Brighton,2,0,1732,1502,72.0,35.0,37.0,52.0,41.72,25.66,25.0,31.25,0.3333333333333333,0.13333333333333333,28,17,1
2017-2018,Liverpool,West Brom,0,0,1734,1468,81.0,35.0,36.0,49.0,49.69,25.46,24.88,28.11,0.7333333333333333,0.2,30,13,0
2017-2018,West Ham,Arsenal,0,0,1511,1714,37.0,74.0,58.0,47.0,32.6,25.91,54.6,25.46,0.26666666666666666,0.6666666666666666,13,29,0
2017-2018,Leicester City,Crystal Palace,0,3,1632,1506,51.0,49.0,57.0,54.0,31.21,28.02,27.05,25.23,0.8666666666666667,0.6,26,14,-1
2017-2018,Brighton,Burnley,0,0,1495,1601,37.0,33.0,52.0,52.0,23.53,29.41,26.72,22.14,0.06666666666666667,0.6,17,31,0
2017-2018,Chelsea,Southampton,1,0,1783,1537,61.0,34.0,43.0,45.0,53.83,24.82,31.7,27.07,0.6666666666666666,0.3333333333333333,35,18,1
2017-2018,Arsenal,Newcastle Utd,1,0,1706,1462,74.0,47.0,45.0,51.0,54.55,25.54,37.86,25.55,0.5333333333333333,0.06666666666666667,30,15,1
2017-2018,Watford,Huddersfield,1,4,1514,1500,46.0,53.0,33.0,52.0,23.67,23.08,29.41,17.65,0.26666666666666666,0.2,22,18,-1
2017-2018,Stoke City,West Ham,0,3,1511,1519,36.0,67.0,37.0,58.0,31.48,28.13,32.56,26.0,0.2,0.3333333333333333,16,14,-1
2017-2018,Manchester City,Tottenham,4,1,1859,1739,99.0,24.0,72.0,35.0,43.47,24.21,41.78,25.64,1.0,0.5333333333333333,49,31,1
2017-2018,West Brom,Manchester Utd,1,2,1478,1758,35.0,49.0,64.0,40.0,24.83,28.28,62.92,21.55,0.26666666666666666,0.8,14,38,-1
2017-2018,Bournemouth,Liverpool,0,4,1522,1724,41.0,64.0,81.0,36.0,29.03,24.73,49.64,25.54,0.2,0.6,16,31,-1
2017-2018,Everton,Swansea City,3,1,1600,1476,45.0,54.0,30.0,62.0,36.26,28.7,31.43,24.49,0.6666666666666666,0.26666666666666666,22,12,1
2017-2018,Arsenal,Liverpool,3,3,1712,1732,74.0,82.0,47.0,36.0,54.59,25.51,49.69,25.51,0.5333333333333333,0.7333333333333333,33,34,0
2017-2018,Everton,Chelsea,0,0,1611,1789,45.0,61.0,54.0,34.0,36.33,28.67,53.88,24.8,0.8666666666666667,0.8,25,38,0
2017-2018,Southampton,Huddersfield,1,1,1531,1517,43.0,34.0,45.0,51.0,31.65,27.03,33.33,16.67,0.13333333333333333,0.4,18,21,0
2017-2018,Brighton,Watford,1,0,1500,1497,37.0,52.0,46.0,53.0,22.22,33.33,23.53,22.94,0.13333333333333333,0.06666666666666667,18,22,1
2017-2018,Stoke City,West Brom,3,1,1495,1473,36.0,67.0,35.0,49.0,31.39,28.06,24.77,28.21,0.2,0.2,16,14,1
2017-2018,Swansea City,Crystal Palace,1,1,1465,1528,30.0,57.0,62.0,54.0,31.3,24.39,27.27,25.15,0.2,0.6,12,17,0
2017-2018,West Ham,Newcastle Utd,2,3,1535,1456,37.0,57.0,45.0,51.0,32.65,25.97,37.82,25.52,0.4666666666666667,0.06666666666666667,17,15,-1
2017-2018,Manchester City,Bournemouth,4,0,1870,1514,100.0,24.0,41.0,64.0,43.54,24.18,28.72,24.47,1.0,0.13333333333333333,52,16,1
2017-2018,Burnley,Tottenham,0,3,1596,1728,33.0,52.0,72.0,35.0,26.52,22.73,41.73,25.61,0.6666666666666666,0.4666666666666667,32,31,-1
2017-2018,Leicester City,Manchester Utd,2,2,1610,1763,51.0,64.0,49.0,40.0,31.14,27.95,62.96,21.53,0.8,0.8,26,41,0
2017-2018,Tottenham,Southampton,5,2,1738,1530,72.0,35.0,43.0,45.0,41.79,25.59,31.61,27.13,0.6666666666666666,0.2,34,19,1
2017-2018,Manchester Utd,Burnley,2,2,1756,1586,64.0,33.0,40.0,52.0,62.9,21.61,26.32,22.56,0.6666666666666666,0.4666666666666667,42,32,0
2017-2018,Chelsea,Brighton,2,0,1781,1516,61.0,34.0,37.0,52.0,53.82,24.87,26.32,31.58,0.6666666666666666,0.26666666666666666,39,21,1
2017-2018,Watford,Leicester City,2,1,1481,1617,46.0,53.0,51.0,49.0,23.39,22.81,31.07,28.12,0.06666666666666667,0.6666666666666666,22,27,1
2017-2018,West Brom,Everton,0,0,1458,1619,35.0,45.0,49.0,54.0,24.71,28.15,36.29,28.75,0.13333333333333333,0.7333333333333333,14,26,0
2017-2018,Huddersfield,Stoke City,1,1,1518,1510,34.0,36.0,51.0,66.0,31.58,21.05,31.58,27.98,0.4666666666666667,0.4,22,19,0
2017-2018,Bournemouth,West Ham,3,3,1510,1515,41.0,37.0,64.0,57.0,28.42,24.21,32.61,25.94,0.13333333333333333,0.4666666666666667,16,17,0
2017-2018,Liverpool,Swansea City,5,0,1731,1468,82.0,36.0,30.0,62.0,49.64,25.59,31.17,24.7,0.6,0.26666666666666666,35,13,1
2017-2018,Newcastle Utd,Manchester City,0,1,1476,1874,45.0,51.0,101.0,24.0,37.89,25.49,43.62,24.15,0.2,1.0,18,55,-1
2017-2018,Crystal Palace,Arsenal,2,3,1525,1713,57.0,54.0,74.0,47.0,27.19,25.38,54.54,25.59,0.6,0.4,18,34,-1
2017-2018,Newcastle Utd,Brighton,0,0,1473,1510,45.0,37.0,51.0,52.0,37.85,25.46,25.0,30.0,0.2,0.26666666666666666,18,21,0
2017-2018,Liverpool,Leicester City,2,1,1737,1595,83.0,35.0,51.0,49.0,49.69,25.56,31.0,28.05,0.6,0.4666666666666667,38,27,1
2017-2018,Chelsea,Stoke City,5,0,1787,1510,61.0,34.0,36.0,66.0,53.87,24.85,31.49,28.18,0.6666666666666666,0.26666666666666666,42,20,1
2017-2018,Huddersfield,Burnley,0,0,1518,1593,34.0,33.0,51.0,52.0,30.0,25.0,26.12,23.13,0.5333333333333333,0.5333333333333333,23,33,0
2017-2018,Watford,Swansea City,1,2,1503,1462,46.0,53.0,30.0,62.0,23.84,22.67,31.05,24.6,0.2,0.26666666666666666,25,13,-1
2017-2018,Bournemouth,Everton,2,1,1510,1612,41.0,64.0,45.0,54.0,28.12,25.0,36.25,28.82,0.13333333333333333,0.6,17,27,1
2017-2018,Manchester Utd,Southampton,0,0,1749,1523,64.0,43.0,40.0,45.0,62.83,21.69,31.56,27.09,0.5333333333333333,0.13333333333333333,43,19,0
2017-2018,Crystal Palace,Manchester City,0,0,1517,1877,57.0,101.0,54.0,24.0,27.11,25.3,43.69,24.12,0.5333333333333333,1.0,18,58,0
2017-2018,West Brom,Arsenal,1,1,1465,1721,35.0,74.0,49.0,47.0,24.66,28.31,54.58,25.56,0.13333333333333333,0.6,15,37,0
2017-2018,Brighton,Bournemouth,2,2,1508,1531,37.0,41.0,52.0,64.0,23.81,33.33,28.87,24.74,0.3333333333333333,0.26666666666666666,22,20,0
2017-2018,Burnley,Liverpool,1,2,1590,1747,33.0,52.0,83.0,35.0,25.93,23.7,49.75,25.53,0.4,0.7333333333333333,34,41,-1
2017-2018,Leicester City,Huddersfield,3,0,1585,1521,51.0,49.0,34.0,51.0,30.93,27.99,28.57,28.57,0.26666666666666666,0.4,27,24,1
2017-2018,Stoke City,Newcastle Utd,0,1,1505,1475,36.0,66.0,45.0,51.0,31.4,28.1,37.8,25.55,0.26666666666666666,0.26666666666666666,20,19,-1
2017-2018,Everton,Manchester Utd,0,2,1591,1740,45.0,54.0,64.0,40.0,36.22,28.79,62.77,21.77,0.5333333333333333,0.6,27,44,-1
2017-2018,Southampton,Crystal Palace,1,2,1532,1529,43.0,45.0,57.0,54.0,31.52,27.2,27.03,25.53,0.13333333333333333,0.5333333333333333,20,19,-1
2017-2018,West Ham,West Brom,2,1,1515,1475,37.0,57.0,35.0,49.0,32.57,26.03,24.6,28.47,0.5333333333333333,0.2,18,16,1
2017-2018,Swansea City,Tottenham,0,2,1480,1745,30.0,62.0,73.0,35.0,31.33,24.5,41.85,25.56,0.26666666666666666,0.8,16,37,-1
2017-2018,Manchester City,Watford,3,1,1865,1485,101.0,24.0,46.0,53.0,43.63,24.21,23.7,22.54,0.8666666666666667,0.2,59,25,1
2017-2018,Arsenal,Chelsea,2,2,1711,1792,74.0,62.0,47.0,33.0,54.53,25.64,53.92,24.82,0.6,0.8666666666666667,38,45,0
2017-2018,Tottenham,West Ham,1,1,1751,1529,73.0,37.0,35.0,57.0,41.91,25.53,32.65,26.0,0.8,0.5333333333333333,40,21,0
2017-2018,Newcastle Utd,Swansea City,1,1,1492,1474,45.0,30.0,51.0,62.0,37.88,25.52,31.2,24.4,0.4666666666666667,0.26666666666666666,22,16,0
2017-2018,Crystal Palace,Burnley,1,0,1545,1581,57.0,54.0,33.0,52.0,27.25,25.45,25.74,23.53,0.5333333333333333,0.2,22,34,1
2017-2018,Watford,Southampton,2,2,1482,1516,46.0,43.0,53.0,45.0,23.56,22.41,31.48,27.16,0.2,0.13333333333333333,25,20,0
2017-2018,Chelsea,Leicester City,0,0,1788,1598,62.0,51.0,33.0,49.0,53.86,24.9,31.08,27.93,0.7333333333333333,0.26666666666666666,46,30,0
2017-2018,West Brom,Brighton,2,0,1461,1509,35.0,49.0,37.0,52.0,24.55,28.41,22.73,36.36,0.13333333333333333,0.4,16,23,1
2017-2018,Huddersfield,West Ham,1,4,1508,1538,34.0,51.0,37.0,57.0,27.27,27.27,32.61,26.09,0.4,0.5333333333333333,24,22,-1
2017-2018,Tottenham,Everton,4,0,1742,1581,73.0,35.0,45.0,54.0,41.87,25.61,36.18,28.76,0.6666666666666666,0.3333333333333333,41,27,1
2017-2018,Bournemouth,Arsenal,2,1,1530,1715,41.0,64.0,74.0,47.0,28.57,25.51,54.47,25.71,0.3333333333333333,0.6,21,39,1
2017-2018,Liverpool,Manchester City,4,3,1756,1868,83.0,35.0,101.0,24.0,49.8,25.51,43.7,24.18,0.8666666666666667,0.8666666666666667,44,62,1
2017-2018,Manchester Utd,Stoke City,3,0,1750,1488,64.0,40.0,36.0,66.0,62.8,21.75,31.32,28.02,0.6,0.26666666666666666,47,20,1
2017-2018,Brighton,Chelsea,0,4,1491,1780,37.0,52.0,62.0,33.0,21.74,34.78,53.81,24.97,0.3333333333333333,0.6,23,47,-1
2017-2018,Everton,West Brom,1,1,1572,1479,45.0,35.0,54.0,49.0,36.14,28.73,24.72,28.34,0.13333333333333333,0.3333333333333333,27,19,0
2017-2018,Burnley,Manchester Utd,0,1,1563,1756,33.0,52.0,64.0,40.0,25.55,23.36,62.84,21.73,0.13333333333333333,0.6,34,50,-1
2017-2018,Arsenal,Crystal Palace,4,1,1691,1563,74.0,47.0,57.0,54.0,54.42,25.69,27.46,25.37,0.4,0.5333333333333333,39,25,1
2017-2018,Leicester City,Watford,2,0,1606,1484,51.0,49.0,46.0,53.0,31.01,28.09,23.43,22.86,0.3333333333333333,0.26666666666666666,31,26,1
2017-2018,West Ham,Bournemouth,1,1,1553,1554,38.0,41.0,56.0,64.0,32.69,26.06,29.29,25.25,0.5333333333333333,0.5333333333333333,25,24,0
2017-2018,Stoke City,Huddersfield,2,0,1482,1493,36.0,66.0,34.0,51.0,31.23,27.95,26.09,26.09,0.26666666666666666,0.2,20,24,1
2017-2018,Manchester City,Newcastle Utd,3,1,1847,1491,101.0,24.0,45.0,51.0,43.65,24.15,37.83,25.61,0.6666666666666666,0.5333333333333333,62,23,1
2017-2018,Southampton,Tottenham,1,1,1514,1751,43.0,74.0,45.0,35.0,31.43,27.26,41.93,25.58,0.2,0.8666666666666667,21,44,0
2017-2018,Swansea City,Liverpool,1,0,1475,1777,30.0,62.0,83.0,35.0,31.08,24.7,49.85,25.48,0.3333333333333333,0.8666666666666667,17,47,1
2017-2018,Swansea City,Arsenal,3,1,1502,1701,30.0,62.0,75.0,47.0,31.35,24.6,54.46,25.66,0.4666666666666667,0.5333333333333333,20,42,1
2017-2018,West Ham,Crystal Palace,1,1,1553,1553,38.0,57.0,56.0,54.0,32.65,26.14,27.38,25.3,0.6,0.4666666666666667,26,25,0
2017-2018,Huddersfield,Liverpool,0,3,1476,1750,34.0,51.0,83.0,35.0,25.0,25.0,49.8,25.46,0.13333333333333333,0.8,24,47,-1
2017-2018,Southampton,Brighton,1,1,1523,1486,43.0,37.0,45.0,52.0,31.39,27.36,20.83,33.33,0.2,0.13333333333333333,22,23,0
2017-2018,Chelsea,Bournemouth,0,3,1785,1554,63.0,33.0,41.0,64.0,53.85,24.95,29.0,26.0,0.7333333333333333,0.6,50,25,-1
2017-2018,Everton,Leicester City,2,1,1568,1617,45.0,54.0,51.0,49.0,36.11,28.8,31.17,28.03,0.13333333333333333,0.4666666666666667,28,34,1
2017-2018,Newcastle Utd,Burnley,1,1,1487,1555,45.0,33.0,51.0,52.0,37.79,25.58,25.36,23.19,0.3333333333333333,0.13333333333333333,23,34,0
2017-2018,Stoke City,Watford,0,0,1499,1473,36.0,46.0,66.0,53.0,31.42,27.87,23.3,22.73,0.26666666666666666,0.26666666666666666,23,26,0
2017-2018,Manchester City,West Brom,3,0,1851,1483,101.0,24.0,35.0,49.0,43.72,24.12,24.66,28.51,0.6666666666666666,0.4,65,20,1
2017-2018,Tottenham,Manchester Utd,2,0,1742,1764,74.0,35.0,64.0,40.0,41.89,25.66,62.88,21.7,0.7333333333333333,0.7333333333333333,45,53,1
2017-2018,Burnley,Manchester City,1,1,1552,1854,33.0,101.0,52.0,24.0,25.18,23.74,43.79,24.09,0.13333333333333333,0.6666666666666666,35,68,0
2017-2018,Leicester City,Swansea City,1,1,1599,1526,51.0,30.0,49.0,61.0,31.1,27.96,31.62,24.51,0.4666666666666667,0.6666666666666666,34,23,0
2017-2018,Bournemouth,Stoke City,2,1,1579,1498,41.0,63.0,36.0,66.0,29.7,25.74,31.34,28.07,0.7333333333333333,0.26666666666666666,28,24,1
2017-2018,West Brom,Southampton,2,3,1480,1521,35.0,49.0,43.0,45.0,24.6,28.44,31.35,27.46,0.3333333333333333,0.26666666666666666,20,23,-1
2017-2018,Manchester Utd,Huddersfield,2,0,1747,1471,64.0,40.0,34.0,51.0,62.82,21.68,24.0,24.0,0.6666666666666666,0.06666666666666667,53,24,1
2017-2018,Brighton,West Ham,3,1,1488,1553,37.0,52.0,38.0,56.0,20.0,36.0,32.61,26.23,0.2,0.6,24,27,1
2017-2018,Arsenal,Everton,5,1,1677,1586,75.0,47.0,45.0,54.0,54.41,25.63,36.17,28.77,0.3333333333333333,0.26666666666666666,42,31,1
2017-2018,Crystal Palace,Newcastle Utd,1,1,1553,1490,57.0,45.0,54.0,51.0,27.3,25.52,37.74,25.66,0.5333333333333333,0.4,26,24,0
2017-2018,Liverpool,Tottenham,2,2,1755,1759,83.0,74.0,35.0,35.0,49.85,25.43,41.95,25.63,0.8,0.7333333333333333,50,48,0
2017-2018,Watford,Chelsea,4,1,1474,1760,46.0,53.0,63.0,33.0,23.16,23.16,53.8,24.92,0.13333333333333333,0.5333333333333333,27,50,1
2017-2018,Tottenham,Arsenal,1,0,1759,1689,74.0,35.0,76.0,46.0,41.9,25.71,54.45,25.61,0.6,0.4666666666666667,49,45,1
2017-2018,Everton,Crystal Palace,3,1,1574,1550,45.0,54.0,57.0,54.0,36.13,28.74,27.22,25.74,0.26666666666666666,0.5333333333333333,31,27,1
2017-2018,Stoke City,Brighton,1,1,1486,1507,36.0,37.0,66.0,52.0,31.25,27.99,23.08,34.62,0.26666666666666666,0.3333333333333333,24,27,0
2017-2018,Swansea City,Burnley,1,0,1529,1563,30.0,61.0,33.0,52.0,31.5,24.8,25.0,24.29,0.5333333333333333,0.13333333333333333,24,36,1
2017-2018,West Ham,Watford,2,0,1534,1501,38.0,56.0,47.0,52.0,32.57,26.2,23.6,23.03,0.4,0.3333333333333333,27,30,1
2017-2018,Manchester City,Leicester City,5,1,1843,1596,101.0,24.0,51.0,49.0,43.73,24.19,31.03,28.12,0.6666666666666666,0.5333333333333333,69,35,1
2017-2018,Huddersfield,Bournemouth,4,1,1466,1591,34.0,51.0,41.0,63.0,23.08,23.08,30.39,25.49,0.0,0.7333333333333333,24,31,1
2017-2018,Newcastle Utd,Manchester Utd,1,0,1493,1752,45.0,51.0,64.0,40.0,37.7,25.75,62.85,21.66,0.4,0.8,25,56,1
2017-2018,Southampton,Liverpool,0,2,1535,1755,43.0,45.0,83.0,35.0,31.44,27.42,49.8,25.51,0.4,0.6666666666666666,26,51,-1
2017-2018,Chelsea,West Brom,3,0,1733,1466,63.0,33.0,35.0,49.0,53.74,24.9,24.55,28.38,0.3333333333333333,0.26666666666666666,50,20,1
2017-2018,Leicester City,Stoke City,1,1,1590,1487,51.0,36.0,49.0,66.0,30.96,28.06,31.17,28.18,0.3333333333333333,0.3333333333333333,35,25,0
2017-2018,Burnley,Southampton,1,1,1545,1528,33.0,43.0,52.0,45.0,24.82,24.11,31.4,27.39,0.13333333333333333,0.4,36,26,0
2017-2018,West Brom,Huddersfield,1,2,1460,1488,35.0,49.0,35.0,50.0,24.49,28.31,25.93,22.22,0.26666666666666666,0.2,20,27,-1
2017-2018,Liverpool,West Ham,4,1,1762,1548,83.0,35.0,38.0,56.0,49.85,25.48,32.65,26.17,0.6666666666666666,0.5333333333333333,54,30,1
2017-2018,Bournemouth,Newcastle Utd,2,2,1569,1519,41.0,45.0,63.0,51.0,30.1,25.24,37.77,25.72,0.6666666666666666,0.4,31,28,0
2017-2018,Brighton,Swansea City,4,1,1506,1547,37.0,52.0,30.0,61.0,22.22,37.04,31.76,24.71,0.3333333333333333,0.7333333333333333,28,27,1
2017-2018,Watford,Everton,1,0,1487,1589,47.0,52.0,45.0,54.0,23.46,22.91,36.2,28.72,0.3333333333333333,0.4666666666666667,30,34,1
2017-2018,Crystal Palace,Tottenham,0,1,1535,1772,57.0,54.0,74.0,35.0,27.14,25.66,41.96,25.68,0.3333333333333333,0.7333333333333333,27,52,-1
2017-2018,Manchester Utd,Chelsea,2,1,1726,1739,64.0,40.0,63.0,33.0,62.79,21.64,53.79,24.87,0.6,0.4666666666666667,56,53,1
2017-2018,Arsenal,Manchester City,0,3,1676,1849,76.0,46.0,102.0,24.0,54.4,25.58,43.8,24.16,0.4,0.6666666666666666,45,72,-1
2017-2018,Burnley,Everton,2,1,1544,1568,33.0,52.0,45.0,54.0,24.65,24.65,36.16,28.69,0.2,0.4666666666666667,37,34,1
2017-2018,Swansea City,West Ham,4,1,1529,1541,30.0,61.0,38.0,56.0,31.64,24.61,32.61,26.14,0.6666666666666666,0.3333333333333333,27,30,1
2017-2018,Tottenham,Huddersfield,2,0,1779,1503,74.0,35.0,35.0,50.0,42.02,25.66,28.57,21.43,0.7333333333333333,0.4,55,30,1
2017-2018,Southampton,Stoke City,0,0,1529,1492,43.0,36.0,45.0,66.0,31.35,27.49,31.08,28.38,0.4,0.4,27,26,0
2017-2018,Leicester City,Bournemouth,1,1,1585,1567,51.0,41.0,49.0,63.0,30.89,28.22,29.81,25.96,0.3333333333333333,0.5333333333333333,36,32,0
2017-2018,Watford,West Brom,1,0,1508,1445,47.0,52.0,35.0,49.0,23.89,22.78,24.44,28.25,0.4666666666666667,0.06666666666666667,33,20,1
2017-2018,Liverpool,Newcastle Utd,2,0,1769,1521,84.0,35.0,45.0,51.0,49.9,25.45,37.73,25.8,0.6666666666666666,0.4,57,29,1
2017-2018,Brighton,Arsenal,2,1,1524,1667,38.0,51.0,76.0,46.0,25.0,35.71,54.34,25.56,0.5333333333333333,0.4,31,45,1
2017-2018,Manchester City,Chelsea,1,0,1858,1722,102.0,24.0,63.0,33.0,43.88,24.12,53.74,24.85,0.8666666666666667,0.4,75,53,1
2017-2018,Crystal Palace,Manchester Utd,2,3,1528,1743,57.0,54.0,64.0,40.0,27.06,25.59,62.83,21.62,0.13333333333333333,0.6,27,59,-1
2017-2018,Manchester Utd,Liverpool,2,1,1750,1775,64.0,40.0,84.0,35.0,62.87,21.59,49.95,25.43,0.6,0.8666666666666667,62,60,1
2017-2018,Huddersfield,Swansea City,0,0,1498,1546,35.0,31.0,50.0,60.0,27.59,20.69,31.91,24.51,0.4,0.6666666666666666,30,30,0
2017-2018,West Brom,Leicester City,1,4,1432,1584,35.0,49.0,51.0,49.0,24.38,28.19,30.82,28.38,0.0,0.2,20,37,-1
2017-2018,Everton,Brighton,2,0,1551,1546,45.0,54.0,38.0,51.0,36.13,28.66,27.59,34.48,0.4,0.7333333333333333,34,34,1
2017-2018,Newcastle Utd,Southampton,3,0,1515,1527,45.0,51.0,43.0,45.0,37.69,25.77,31.31,27.59,0.4,0.4,29,28,1
2017-2018,West Ham,Burnley,0,3,1524,1561,38.0,56.0,33.0,52.0,32.57,26.11,25.17,24.48,0.26666666666666666,0.4,30,40,-1
2017-2018,Chelsea,Crystal Palace,2,1,1712,1521,63.0,33.0,57.0,54.0,53.68,24.82,26.98,25.51,0.2,0.13333333333333333,53,27,1
2017-2018,Arsenal,Watford,3,0,1645,1521,76.0,46.0,47.0,52.0,54.29,25.53,24.31,22.65,0.2,0.6666666666666666,45,36,1
2017-2018,Bournemouth,Tottenham,1,4,1568,1784,41.0,63.0,74.0,35.0,29.52,26.67,42.08,25.63,0.5333333333333333,0.8666666666666667,33,58,-1
2017-2018,Stoke City,Manchester City,0,2,1494,1868,36.0,66.0,102.0,24.0,31.0,28.57,43.95,24.09,0.26666666666666666,0.8666666666666667,27,78,-1
2017-2018,Bournemouth,West Brom,2,1,1561,1423,41.0,63.0,35.0,49.0,29.25,26.42,24.33,28.12,0.3333333333333333,0.0,33,20,1
2017-2018,Stoke City,Everton,1,2,1491,1567,36.0,66.0,45.0,54.0,30.91,28.49,36.19,28.63,0.2,0.4,27,37,-1
2017-2018,Huddersfield,Crystal Palace,0,2,1500,1513,35.0,50.0,57.0,54.0,26.67,23.33,26.9,25.44,0.4666666666666667,0.06666666666666667,31,27,-1
2017-2018,Liverpool,Watford,5,0,1758,1510,84.0,35.0,47.0,52.0,49.9,25.4,24.18,22.53,0.6666666666666666,0.6,60,36,1
2017-2018,Crystal Palace,Liverpool,1,2,1528,1764,57.0,54.0,85.0,34.0,27.11,25.36,49.95,25.38,0.2,0.8,30,63,-1
2017-2018,Watford,Bournemouth,2,2,1504,1571,47.0,41.0,52.0,63.0,24.04,22.4,29.91,26.17,0.4,0.3333333333333333,36,36,0
2017-2018,Brighton,Leicester City,0,2,1530,1593,38.0,51.0,52.0,48.0,26.67,33.33,30.97,28.32,0.6666666666666666,0.4,34,40,-1
2017-2018,West Brom,Burnley,1,2,1413,1575,35.0,49.0,33.0,51.0,24.28,28.06,25.69,24.31,0.0,0.5333333333333333,20,43,-1
2017-2018,Newcastle Utd,Huddersfield,1,0,1532,1485,45.0,50.0,35.0,50.0,37.76,25.74,25.81,22.58,0.5333333333333333,0.4666666666666667,32,31,1
2017-2018,Manchester Utd,Swansea City,2,0,1767,1544,64.0,40.0,31.0,60.0,62.9,21.57,31.78,24.81,0.8,0.5333333333333333,65,31,1
2017-2018,West Ham,Southampton,3,0,1510,1510,38.0,56.0,43.0,45.0,32.54,26.08,31.27,27.55,0.2,0.3333333333333333,30,28,1
2017-2018,Everton,Manchester City,1,3,1580,1871,45.0,54.0,102.0,24.0,36.25,28.6,44.01,24.06,0.6,0.8666666666666667,40,81,-1
2017-2018,Arsenal,Stoke City,3,0,1656,1478,76.0,46.0,36.0,66.0,54.33,25.5,30.83,28.42,0.4,0.2,48,27,1
2017-2018,Chelsea,Tottenham,1,3,1720,1791,63.0,33.0,75.0,35.0,53.73,24.8,42.14,25.6,0.4,0.8666666666666667,56,61,-1
2017-2018,Everton,Liverpool,0,0,1575,1771,45.0,85.0,54.0,34.0,36.22,28.57,50.0,25.35,0.4,0.8,40,66,0
