Home Team,Away Team,Home Team ELO,Away Team ELO,Home Team Win Percentage,Home Team Draw Percentage,Away Team Win Percentage,Away Team Draw Percentage,Winner
Aston Villa,Brighton,818,837,34.06,29.21,22.95,31.97,-1
Tottenham,Manchester City,1030,1111,43.08,24.91,47.03,22.62,1
Manchester Utd,West Brom,1014,725,61.77,21.88,24.14,28.23,1
Fulham,Everton,642,923,29.26,26.3,36.35,28.32,-1
Sheffield Utd,West Ham,730,899,27.38,29.17,32.65,25.75,-1
Leeds United,Arsenal,559,942,40.34,26.47,53.78,25.28,0
Liverpool,Leicester City,1216,954,52.21,24.63,33.27,26.47,1
Burnley,Crystal Palace,865,843,28.09,23.4,29.03,24.65,1
Wolves,Southampton,938,963,28.39,27.12,31.54,27.14,0
Crystal Palace,Newcastle Utd,828,882,28.97,24.6,37.23,25.54,-1
Brighton,Liverpool,850,1203,23.58,31.71,52.26,24.61,0
Manchester City,Burnley,1117,859,46.98,22.6,28.39,23.31,1
Everton,Leeds United,895,587,36.41,28.29,40.25,26.62,-1
West Brom,Sheffield Utd,741,714,24.09,28.17,27.22,28.99,1
Southampton,Manchester Utd,949,1028,31.5,27.23,61.81,21.86,-1
Chelsea,Tottenham,1026,1030,53.73,24.52,43.13,24.88,0
Arsenal,Wolves,926,954,53.73,25.35,28.27,27.43,-1
Leicester City,Fulham,927,669,33.21,26.42,29.21,26.25,-1
West Ham,Aston Villa,911,806,32.72,25.73,34.02,29.18,1
Burnley,Everton,861,893,28.27,23.21,36.37,28.27,0
Manchester City,Fulham,1119,667,47.04,22.57,29.34,26.2,1
West Ham,Manchester Utd,900,1039,32.8,25.7,61.84,21.84,-1
Chelsea,Leeds United,1028,585,53.68,24.59,40.38,26.57,1
West Brom,Crystal Palace,729,840,24.25,28.11,28.9,24.54,-1
Sheffield Utd,Leicester City,707,934,27.06,28.82,33.15,26.37,-1
Tottenham,Arsenal,1041,915,43.09,24.95,53.68,25.32,1
Liverpool,Wolves,1209,948,52.21,24.68,28.57,27.31,1
Brighton,Southampton,838,961,23.39,32.26,31.46,27.2,-1
Leeds United,West Ham,581,904,40.29,26.51,32.76,25.67,-1
Wolves,Aston Villa,926,828,28.45,27.2,33.99,29.15,-1
Newcastle Utd,West Brom,891,720,37.29,25.52,24.2,28.05,1
Manchester Utd,Manchester City,1043,1115,61.88,21.82,47.1,22.54,0
Everton,Chelsea,915,1006,36.34,28.33,53.73,24.56,1
Southampton,Sheffield Utd,967,701,31.55,27.16,26.9,28.65,1
Crystal Palace,Tottenham,848,1033,29.06,24.49,43.15,24.93,0
Fulham,Liverpool,682,1194,29.28,26.15,52.25,24.66,0
Leicester City,Brighton,946,826,33.27,26.33,23.2,32.0,1
Arsenal,Burnley,897,879,53.63,25.3,28.15,23.53,-1
Wolves,Chelsea,946,986,28.33,27.08,53.68,24.54,1
Manchester City,West Brom,1102,733,47.05,22.63,24.15,27.99,0
Leeds United,Newcastle Utd,608,864,40.21,26.46,37.36,25.49,1
Arsenal,Southampton,900,964,53.58,25.28,31.63,27.13,0
Leicester City,Everton,929,932,33.39,26.28,36.4,28.31,-1
Liverpool,Tottenham,1203,1024,52.21,24.72,43.11,25.0,1
West Ham,Crystal Palace,901,851,32.83,25.64,29.0,24.66,0
Fulham,Brighton,688,820,29.23,26.29,23.02,31.75,0
Aston Villa,Burnley,830,877,34.05,29.12,28.45,23.43,0
Sheffield Utd,Manchester Utd,697,1047,26.74,28.49,61.82,21.9,-1
Crystal Palace,Liverpool,847,1207,28.93,24.83,52.25,24.7,-1
Southampton,Manchester City,954,1112,31.59,27.22,46.99,22.72,-1
Everton,Arsenal,947,885,36.46,28.28,53.54,25.34,1
Newcastle Utd,Fulham,857,695,37.32,25.46,29.17,26.42,0
Brighton,Sheffield Utd,815,702,22.83,32.28,26.59,28.32,0
Tottenham,Leicester City,1004,949,43.07,24.98,33.33,26.23,-1
Manchester Utd,Leeds United,1049,606,61.86,21.88,40.33,26.4,1
West Brom,Aston Villa,721,842,24.09,28.14,34.02,29.19,-1
Burnley,Wolves,896,927,28.33,23.75,28.63,26.97,1
Chelsea,West Ham,998,889,53.63,24.52,32.8,25.72,1
Leicester City,Manchester Utd,953,1045,33.45,26.18,61.89,21.85,0
Fulham,Southampton,705,944,29.12,26.56,31.55,27.18,0
Aston Villa,Crystal Palace,858,831,34.09,29.16,28.86,24.77,1
Arsenal,Chelsea,906,977,53.49,25.32,53.67,24.5,1
Sheffield Utd,Everton,696,953,26.44,28.74,36.51,28.26,-1
Manchester City,Newcastle Utd,1118,851,47.05,22.69,37.28,25.54,1
Leeds United,Burnley,633,869,40.25,26.35,28.63,23.65,1
West Ham,Brighton,886,818,32.76,25.7,22.66,32.81,0
Liverpool,West Brom,1193,735,52.29,24.68,24.04,28.09,0
Wolves,Tottenham,930,1001,28.51,26.86,43.03,24.95,0
Crystal Palace,Leicester City,836,948,28.8,24.72,33.39,26.32,0
Chelsea,Aston Villa,972,863,53.62,24.47,34.15,29.13,0
Burnley,Sheffield Utd,878,687,28.51,23.55,26.29,28.57,1
West Brom,Leeds United,714,654,23.99,28.24,40.37,26.29,-1
Brighton,Arsenal,806,918,22.48,33.33,53.53,25.3,-1
Southampton,West Ham,941,889,31.52,27.27,32.73,25.78,0
Manchester Utd,Wolves,1056,919,61.83,21.93,28.4,27.16,1
Newcastle Utd,Liverpool,863,1181,37.24,25.51,52.25,24.75,0
Everton,West Ham,934,908,36.57,28.23,32.69,25.85,-1
Manchester Utd,Aston Villa,1064,855,61.87,21.91,34.12,29.2,1
Tottenham,Leeds United,1005,650,42.99,25.02,40.5,26.24,1
Crystal Palace,Sheffield Utd,846,677,28.73,24.89,26.14,28.41,1
Brighton,Wolves,811,914,22.31,33.08,28.28,27.05,0
West Brom,Arsenal,706,926,23.94,28.18,53.57,25.27,-1
Newcastle Utd,Leicester City,851,960,37.2,25.59,33.33,26.45,-1
Chelsea,Manchester City,962,1128,53.57,24.54,47.11,22.67,-1
Southampton,Liverpool,967,1155,31.48,27.36,52.2,24.82,1
Burnley,Manchester Utd,870,1072,28.81,23.46,61.9,21.89,-1
Sheffield Utd,Newcastle Utd,700,828,25.99,28.25,37.17,25.56,1
Wolves,Everton,899,949,28.16,27.35,36.54,28.21,-1
Tottenham,Fulham,994,716,43.04,25.0,29.07,26.69,0
Manchester City,Brighton,1132,807,47.17,22.64,22.14,33.59,1
Arsenal,Crystal Palace,922,850,53.61,25.25,28.89,24.83,0
Wolves,West Brom,875,730,28.05,27.24,23.89,28.12,-1
Leeds United,Brighton,641,816,40.41,26.19,21.97,33.33,-1
West Ham,Burnley,922,856,32.76,25.83,28.69,23.36,1
Fulham,Chelsea,710,968,29.01,26.82,53.52,24.52,-1
Leicester City,Southampton,976,951,33.45,26.4,31.56,27.33,1
Sheffield Utd,Tottenham,695,999,26.4,28.09,43.0,25.07,-1
Liverpool,Manchester Utd,1151,1076,52.15,24.79,61.94,21.87,0
Manchester City,Crystal Palace,1137,845,47.23,22.62,28.83,25.0,1
Arsenal,Newcastle Utd,934,816,53.56,25.32,37.13,25.54,1
West Ham,West Brom,930,722,32.84,25.8,24.05,28.06,1
Leicester City,Chelsea,992,952,33.57,26.35,53.56,24.5,1
Manchester City,Aston Villa,1142,850,47.29,22.59,34.08,29.17,1
Fulham,Manchester Utd,707,1079,28.96,26.78,61.88,21.94,-1
Liverpool,Burnley,1124,883,52.1,24.86,28.57,23.27,-1
Aston Villa,Newcastle Utd,864,802,34.05,29.14,37.09,25.51,1
Newcastle Utd,Leeds United,779,664,37.05,25.49,40.33,26.13,-1
Crystal Palace,West Ham,833,942,28.76,24.94,32.91,25.77,-1
Southampton,Arsenal,934,951,31.52,27.29,53.61,25.3,-1
West Brom,Manchester City,719,1145,24.0,28.0,47.35,22.57,-1
Burnley,Aston Villa,898,849,28.86,23.17,34.12,29.11,1
Chelsea,Wolves,949,878,53.52,24.47,27.94,27.13,0
Brighton,Fulham,811,712,22.56,33.08,28.91,26.73,0
Everton,Leicester City,951,990,36.6,28.18,33.69,26.31,0
Manchester Utd,Sheffield Utd,1050,724,61.92,21.92,26.26,27.93,-1
Tottenham,Liverpool,989,1134,43.05,25.05,52.05,24.84,-1
Everton,Newcastle Utd,928,802,36.56,28.24,37.01,25.46,-1
West Brom,Fulham,719,712,23.95,27.94,28.86,26.86,0
Manchester City,Sheffield Utd,1148,721,47.4,22.54,26.67,27.78,1
Crystal Palace,Wolves,851,860,28.7,24.89,27.82,27.42,1
Arsenal,Manchester Utd,955,1046,53.65,25.27,61.86,21.9,0
Southampton,Aston Villa,914,869,31.48,27.26,34.08,29.08,-1
Chelsea,Burnley,963,884,53.47,24.54,29.15,23.08,1
Leicester City,Leeds United,962,692,33.63,26.44,40.45,26.08,-1
West Ham,Liverpool,934,1142,32.98,25.74,52.1,24.82,-1
Brighton,Tottenham,835,965,22.39,33.58,43.01,25.02,1
Wolves,Arsenal,880,935,27.71,27.31,53.6,25.34,1
Sheffield Utd,West Brom,737,703,26.52,27.62,23.9,28.09,1
Manchester Utd,Southampton,1056,904,61.8,21.97,31.45,27.23,1
Newcastle Utd,Crystal Palace,788,865,37.08,25.43,28.86,24.83,-1
Burnley,Manchester City,878,1154,29.03,22.98,47.46,22.52,-1
Fulham,Leicester City,706,968,28.8,26.99,33.57,26.39,-1
Leeds United,Everton,685,935,40.57,26.02,36.53,28.22,-1
Liverpool,Brighton,1115,862,52.14,24.79,22.96,33.33,-1
Aston Villa,West Ham,856,947,34.15,29.05,32.94,25.72,-1
Tottenham,Chelsea,949,979,42.97,25.0,53.51,24.52,-1
Aston Villa,Arsenal,876,915,34.11,29.02,53.55,25.32,1
Newcastle Utd,Southampton,809,883,37.04,25.41,31.41,27.2,1
Burnley,Brighton,877,863,28.92,22.89,23.53,33.09,0
Fulham,West Ham,716,937,28.75,26.94,33.01,25.69,0
Manchester Utd,Everton,1051,940,61.84,21.95,36.59,28.19,0
Tottenham,West Brom,955,697,42.94,24.98,23.85,28.03,1
Wolves,Leicester City,884,964,28.0,27.2,33.69,26.34,0
Liverpool,Manchester City,1101,1168,52.09,24.77,47.52,22.49,-1
Sheffield Utd,Chelsea,731,985,26.92,27.47,53.55,24.5,-1
Leeds United,Crystal Palace,709,841,40.49,25.97,29.02,24.78,1
Leicester City,Liverpool,986,1079,33.63,26.48,52.05,24.75,1
Crystal Palace,Burnley,827,891,28.95,24.72,28.8,23.2,-1
Manchester City,Tottenham,1175,948,47.58,22.47,42.99,24.95,1
Brighton,Aston Villa,864,875,23.36,33.58,34.18,28.99,0
Southampton,Wolves,867,900,31.37,27.16,27.89,27.49,-1
West Brom,Manchester Utd,709,1039,23.8,27.97,61.78,22.02,0
Arsenal,Leeds United,922,702,53.5,25.3,40.61,25.92,1
Everton,Fulham,915,741,36.55,28.26,28.7,27.08,-1
West Ham,Sheffield Utd,944,724,32.98,25.77,26.78,27.32,1
Chelsea,Newcastle Utd,994,800,53.59,24.48,37.1,25.38,1
Everton,Manchester City,909,1181,36.52,28.23,47.63,22.44,-1
Burnley,Fulham,884,748,29.08,23.11,28.83,27.03,0
Wolves,Leeds United,908,694,28.17,27.38,40.53,25.87,1
Southampton,Chelsea,873,988,31.33,27.13,53.64,24.45,0
Burnley,West Brom,877,716,28.97,23.41,23.75,28.12,0
Liverpool,Everton,1056,932,52.0,24.73,36.49,28.21,-1
Fulham,Sheffield Utd,763,709,28.78,27.16,26.63,27.17,1
West Ham,Tottenham,960,932,33.05,25.74,42.95,24.93,1
Aston Villa,Leicester City,864,997,34.15,29.07,33.75,26.43,-1
Arsenal,Manchester City,916,1187,53.55,25.27,47.69,22.42,-1
Manchester Utd,Newcastle Utd,1045,794,61.73,22.09,37.07,25.36,1
Brighton,Crystal Palace,846,845,23.19,34.06,28.89,24.67,-1
Leeds United,Southampton,718,849,40.45,25.81,31.29,27.22,1
Manchester City,West Ham,1194,953,47.75,22.39,33.12,25.71,1
West Brom,Brighton,738,824,23.7,28.27,23.02,33.81,1
Leeds United,Aston Villa,708,874,40.57,25.76,34.11,29.04,-1
Newcastle Utd,Wolves,799,903,37.03,25.33,28.46,27.27,0
Crystal Palace,Fulham,841,767,29.05,24.61,28.9,27.11,0
Leicester City,Arsenal,977,936,33.87,26.38,53.5,25.25,-1
Tottenham,Burnley,945,864,42.91,24.91,28.85,23.72,1
Chelsea,Manchester Utd,991,1042,53.59,24.52,61.76,22.07,0
Sheffield Utd,Liverpool,705,1060,26.49,27.03,51.95,24.7,-1
Everton,Southampton,944,837,36.55,28.18,31.26,27.19,1
Manchester City,Wolves,1199,898,47.81,22.37,28.35,27.56,1
Burnley,Leicester City,869,972,28.74,23.62,33.81,26.33,0
Sheffield Utd,Aston Villa,728,851,26.34,26.88,34.18,29.01,1
Crystal Palace,Manchester Utd,849,1034,28.98,24.78,61.71,22.14,0
West Brom,Everton,731,951,23.86,28.22,36.6,28.16,-1
Liverpool,Chelsea,1041,1010,52.0,24.68,53.54,24.59,-1
Fulham,Tottenham,759,953,28.85,27.24,42.96,24.89,-1
Burnley,Arsenal,872,933,28.63,23.92,53.54,25.23,0
Sheffield Utd,Southampton,717,848,26.74,26.74,31.22,27.15,-1
Aston Villa,Wolves,853,896,34.14,28.98,28.24,27.45,0
Brighton,Leicester City,814,982,22.86,33.57,33.75,26.47,-1
West Brom,Newcastle Utd,734,796,23.81,28.16,36.99,25.41,0
Liverpool,Fulham,1014,786,51.95,24.66,28.8,27.19,-1
Manchester City,Manchester Utd,1176,1057,47.86,22.34,61.65,22.21,-1
Tottenham,Crystal Palace,964,838,43.01,24.86,28.92,24.94,1
Chelsea,Everton,1023,938,53.58,24.57,36.66,28.13,1
West Ham,Leeds United,959,702,33.09,25.69,40.49,25.71,1
Manchester City,Southampton,1180,844,47.81,22.32,31.3,27.12,1
Newcastle Utd,Aston Villa,799,850,36.95,25.48,34.11,29.05,0
Leeds United,Chelsea,714,1011,40.4,25.66,53.62,24.55,0
Crystal Palace,West Brom,849,723,28.85,24.89,23.76,28.31,1
Everton,Burnley,919,891,36.63,28.11,28.52,24.22,-1
Fulham,Manchester City,783,1183,28.93,27.14,47.87,22.3,-1
Southampton,Brighton,827,831,31.26,27.09,22.7,33.33,-1
Leicester City,Sheffield Utd,988,711,33.87,26.42,26.6,26.6,1
Arsenal,Tottenham,950,947,53.49,25.29,43.06,24.84,1
Manchester Utd,West Ham,1069,947,61.68,22.19,33.16,25.66,1
Wolves,Liverpool,885,1025,28.12,27.73,51.9,24.64,-1
Fulham,Leeds United,764,733,28.88,27.09,40.32,25.81,-1
Brighton,Newcastle Utd,846,784,23.24,33.1,36.92,25.56,1
Aston Villa,Tottenham,838,959,34.07,29.12,43.03,24.82,-1
West Ham,Arsenal,947,950,33.12,25.63,53.53,25.27,0
Chelsea,West Brom,984,750,53.57,24.62,23.71,28.25,-1
Leeds United,Sheffield Utd,748,696,40.44,25.75,26.46,26.46,1
Leicester City,Manchester City,980,1191,33.98,26.37,47.93,22.27,-1
Arsenal,Liverpool,937,1038,53.48,25.34,51.95,24.62,-1
Southampton,Burnley,846,872,31.23,27.06,28.79,24.12,1
Newcastle Utd,Tottenham,791,952,36.88,25.53,43.08,24.8,0
Aston Villa,Fulham,851,751,34.04,29.09,28.83,27.05,1
Manchester Utd,Brighton,1076,839,61.72,22.17,23.78,32.87,1
Everton,Crystal Palace,916,852,36.59,28.08,29.01,24.84,0
Wolves,West Ham,872,960,28.02,27.63,33.09,25.71,-1
Fulham,Wolves,740,883,28.77,27.0,27.91,27.52,-1
Manchester City,Leeds United,1161,778,47.98,22.25,40.56,25.7,-1
Liverpool,Aston Villa,1046,843,51.99,24.59,34.11,29.06,1
Crystal Palace,Chelsea,842,994,28.95,25.0,53.53,24.59,-1
Burnley,Newcastle Utd,852,811,28.68,24.03,36.84,25.61,-1
West Ham,Leicester City,977,963,33.16,25.68,33.92,26.33,1
Tottenham,Manchester Utd,941,1087,43.04,24.86,61.75,22.15,-1
Sheffield Utd,Arsenal,690,943,26.32,26.32,53.44,25.32,-1
West Brom,Southampton,770,826,23.87,28.19,31.31,27.02,1
Brighton,Everton,842,913,23.61,32.64,36.56,28.14,0
Everton,Tottenham,914,940,36.53,28.21,43.0,24.84,0
Newcastle Utd,West Ham,834,954,36.91,25.58,33.23,25.66,1
Wolves,Sheffield Utd,891,682,28.19,27.41,26.18,26.18,1
Arsenal,Fulham,935,748,53.48,25.29,28.72,26.95,0
Manchester Utd,Burnley,1094,845,61.79,22.13,28.57,23.94,1
Leeds United,Liverpool,788,1036,40.68,25.65,52.03,24.57,0
Chelsea,Brighton,987,849,53.57,24.57,23.45,33.1,0
Tottenham,Southampton,951,815,42.96,24.91,31.27,26.99,1
Aston Villa,Manchester City,839,1165,34.07,29.03,47.93,22.22,-1
Leicester City,West Brom,971,762,33.86,26.28,24.02,28.13,1
Arsenal,Everton,918,931,53.43,25.36,36.5,28.27,-1
Liverpool,Newcastle Utd,1028,842,51.99,24.64,36.97,25.56,0
West Ham,Chelsea,940,1001,33.19,25.63,53.52,24.64,-1
Sheffield Utd,Brighton,705,826,26.04,26.04,23.29,33.56,1
Wolves,Burnley,873,863,28.46,27.31,28.46,23.85,-1
Leeds United,Manchester Utd,799,1083,40.6,25.8,61.82,22.11,0
Aston Villa,West Brom,836,765,34.04,29.0,23.98,28.07,0
Leicester City,Crystal Palace,981,832,33.98,26.23,28.88,24.95,1
Southampton,Leicester City,822,974,31.24,26.96,34.09,26.19,0
Crystal Palace,Manchester City,828,1169,28.82,24.89,47.99,22.2,-1
Brighton,Leeds United,841,784,23.13,33.33,40.52,25.95,1
Chelsea,Fulham,1007,742,53.56,24.62,28.67,27.08,1
Everton,Aston Villa,911,856,36.55,28.25,34.0,29.07,-1
Newcastle Utd,Arsenal,829,931,36.93,25.63,53.38,25.34,-1
Tottenham,Sheffield Utd,957,699,43.01,24.89,26.42,25.91,1
West Brom,Wolves,770,868,23.93,28.22,28.35,27.2,0
Burnley,West Ham,850,953,28.74,23.75,33.16,25.6,-1
Leicester City,Newcastle Utd,952,851,34.04,26.32,36.9,25.6,-1
Leeds United,Tottenham,807,934,40.44,25.9,43.06,24.86,1
Sheffield Utd,Crystal Palace,689,838,26.29,25.77,28.76,24.84,-1
Manchester City,Chelsea,1146,1030,48.04,22.17,53.6,24.59,-1
Liverpool,Southampton,1035,815,51.94,24.71,31.2,27.05,1
Wolves,Brighton,883,826,28.24,27.48,23.65,33.11,1
Aston Villa,Manchester Utd,849,1090,34.07,29.05,61.77,22.18,-1
West Ham,Everton,935,929,33.23,25.58,36.52,28.22,-1
Arsenal,West Brom,940,761,53.42,25.32,23.88,28.37,1
Fulham,Burnley,731,861,28.62,27.03,28.63,23.66,-1
Southampton,Crystal Palace,832,821,31.16,27.01,28.91,24.78,1
Manchester Utd,Leicester City,1068,974,61.8,22.16,33.98,26.27,-1
Chelsea,Arsenal,1010,960,53.65,24.57,53.47,25.29,-1
Aston Villa,Everton,853,925,34.04,29.02,36.58,28.2,0
Manchester Utd,Liverpool,1050,1053,61.75,22.14,51.98,24.68,-1
Newcastle Utd,Manchester City,846,1151,36.96,25.58,47.99,22.15,-1
Burnley,Leeds United,843,825,28.9,23.57,40.56,25.84,-1
Southampton,Fulham,843,720,31.24,26.98,28.57,26.98,1
Brighton,West Ham,831,930,23.49,32.89,33.19,25.55,0
Crystal Palace,Aston Villa,838,836,28.85,24.73,34.0,29.09,1
Tottenham,Wolves,948,869,43.02,24.84,28.52,27.38,1
West Brom,Liverpool,756,1058,23.83,28.31,52.03,24.66,-1
Everton,Sheffield Utd,900,714,36.54,28.26,26.15,25.64,-1
Manchester Utd,Fulham,1038,732,61.69,22.12,28.52,26.94,0
Southampton,Leeds United,826,842,31.32,26.95,40.67,25.79,-1
Brighton,Manchester City,859,1123,23.33,33.33,48.05,22.13,1
Chelsea,Leicester City,1024,960,53.6,24.55,34.09,26.22,1
Tottenham,Aston Villa,927,857,43.08,24.82,33.97,29.06,-1
Everton,Wolves,915,854,36.51,28.24,28.41,27.27,1
Newcastle Utd,Sheffield Utd,856,704,36.92,25.55,26.53,25.51,1
Crystal Palace,Arsenal,827,971,29.0,24.68,53.51,25.27,-1
Burnley,Liverpool,836,1065,28.79,23.48,52.07,24.64,-1
West Brom,West Ham,747,939,23.78,28.25,33.16,25.63,-1
Leicester City,Tottenham,942,945,34.03,26.18,43.04,24.8,-1
Manchester City,Everton,1130,908,48.0,22.1,36.57,28.21,1
Liverpool,Crystal Palace,1071,821,52.11,24.62,28.94,24.62,1
Sheffield Utd,Burnley,726,814,26.4,25.38,28.68,23.4,1
Wolves,Manchester Utd,846,1046,28.3,27.17,61.64,22.19,-1
Arsenal,Brighton,982,848,53.55,25.25,23.84,33.11,1
Leeds United,West Brom,854,735,40.79,25.74,23.73,28.19,1
Fulham,Newcastle Utd,721,867,28.47,27.07,36.98,25.53,-1
Aston Villa,Chelsea,880,1001,34.03,29.03,53.64,24.53,1
West Ham,Southampton,950,815,33.23,25.6,31.29,26.92,1
Brentford,Arsenal,132,950,0,0,53.59,25.22,1
Manchester Utd,Leeds United,1054,846,61.67,22.17,40.91,25.69,1
Watford,Aston Villa,777,858,25.19,22.93,34.1,29.0,1
Chelsea,Crystal Palace,1009,813,53.59,24.51,28.88,24.57,1
Everton,Southampton,920,803,36.54,28.19,31.25,26.89,1
Burnley,Brighton,800,862,28.57,23.31,23.68,32.89,-1
Leicester City,Wolves,954,834,33.97,26.13,28.2,27.07,1
Norwich City,Liverpool,612,1073,26.55,27.68,52.15,24.6,-1
Newcastle Utd,West Ham,855,962,37.05,25.5,33.3,25.57,-1
Tottenham,Manchester City,969,1106,43.09,24.78,48.05,22.08,1
Liverpool,Burnley,1079,794,52.2,24.57,28.46,23.22,1
Leeds United,Everton,849,917,40.83,25.64,36.59,28.16,0
Aston Villa,Newcastle Utd,874,839,34.07,28.97,37.01,25.48,1
Crystal Palace,Brentford,798,147,28.82,24.52,100.0,0.0,0
Manchester City,Norwich City,1108,610,48.0,22.05,26.48,27.61,1
Brighton,Watford,874,765,24.18,32.68,25.47,22.85,1
Southampton,Manchester Utd,813,1044,31.21,26.86,61.7,22.15,0
Wolves,Tottenham,824,979,28.09,26.97,43.14,24.75,-1
Arsenal,Chelsea,937,1022,53.54,25.2,53.63,24.48,-1
West Ham,Leicester City,978,938,33.37,25.55,34.09,26.09,1
Manchester City,Arsenal,1117,928,48.06,22.03,53.49,25.18,1
West Ham,Crystal Palace,970,806,33.44,25.52,28.76,24.68,0
Norwich City,Leicester City,606,942,26.4,27.53,34.03,26.04,-1
Brighton,Everton,860,931,24.68,32.47,36.56,28.23,-1
Newcastle Utd,Southampton,838,814,36.97,25.45,31.18,26.94,0
Aston Villa,Brentford,858,163,34.13,28.94,50.0,50.0,0
Liverpool,Chelsea,1076,1025,52.24,24.55,53.67,24.46,0
Burnley,Leeds United,797,846,28.36,23.13,40.75,25.79,0
Tottenham,Watford,986,758,43.19,24.73,25.37,22.76,1
Wolves,Manchester Utd,817,1051,27.99,26.87,61.65,22.22,-1
Crystal Palace,Tottenham,830,962,28.69,24.84,43.24,24.71,1
Southampton,West Ham,821,963,31.14,27.03,33.4,25.6,0
Manchester Utd,Newcastle Utd,1058,831,61.68,22.2,36.94,25.53,1
Arsenal,Norwich City,932,602,53.45,25.16,26.33,27.45,1
Leicester City,Manchester City,933,1126,34.14,26.0,48.11,22.01,-1
Watford,Wolves,745,830,25.28,22.68,27.88,26.77,-1
Brentford,Brighton,162,861,33.33,66.67,24.52,32.26,-1
Chelsea,Aston Villa,1034,849,53.63,24.53,34.1,29.01,1
Leeds United,Liverpool,839,1083,40.67,25.93,52.19,24.62,-1
Everton,Burnley,941,787,36.62,28.2,28.25,23.42,1
Newcastle Utd,Leeds United,831,839,36.9,25.5,40.59,25.88,0
Wolves,Brentford,799,193,28.15,26.67,25.0,50.0,-1
Liverpool,Crystal Palace,1089,824,52.24,24.6,28.85,24.79,1
Norwich City,Watford,592,755,26.26,27.37,25.19,22.59,-1
Manchester City,Southampton,1115,832,48.17,21.98,31.1,27.11,0
Burnley,Arsenal,777,942,28.15,23.33,53.49,25.13,-1
Aston Villa,Everton,869,921,34.06,28.98,36.67,28.18,1
West Ham,Manchester Utd,951,1070,33.37,25.68,61.72,22.18,-1
Brighton,Leicester City,880,914,25.0,32.05,34.08,25.95,1
Tottenham,Chelsea,949,1047,43.2,24.69,53.67,24.51,-1
Chelsea,Manchester City,1034,1128,53.71,24.49,48.12,22.07,-1
Manchester Utd,Aston Villa,1046,893,61.75,22.16,34.13,28.96,-1
Everton,Norwich City,925,588,36.64,28.15,26.18,27.3,1
Leeds United,West Ham,828,962,40.51,26.03,33.33,25.65,-1
Watford,Newcastle Utd,758,828,25.46,22.51,36.86,25.57,0
Leicester City,Burnley,908,783,34.02,25.91,28.04,23.25,0
Brentford,Liverpool,209,1073,40.0,40.0,52.28,24.58,0
Southampton,Wolves,814,817,31.07,27.2,28.04,26.57,-1
Arsenal,Tottenham,958,933,53.53,25.11,43.16,24.66,1
Crystal Palace,Brighton,827,877,28.78,24.73,25.48,31.85,0
Manchester Utd,Everton,1041,930,61.7,22.14,36.7,28.12,0
Leeds United,Watford,841,745,40.43,25.98,25.37,22.79,1
Wolves,Newcastle Utd,834,811,28.31,26.47,36.83,25.65,1
Burnley,Norwich City,775,596,27.94,23.53,26.11,27.22,0
Chelsea,Southampton,1041,807,53.66,24.46,31.03,27.17,1
Brighton,Arsenal,881,954,25.32,32.28,53.57,25.09,0
Crystal Palace,Leicester City,831,904,28.72,24.89,33.97,26.03,0
West Ham,Brentford,930,241,33.4,25.62,33.33,50.0,-1
Tottenham,Aston Villa,947,879,43.12,24.64,34.19,28.93,1
Liverpool,Manchester City,1076,1125,52.23,24.64,48.17,22.04,0
Watford,Liverpool,741,1080,25.27,22.71,52.19,24.71,-1
Leicester City,Manchester Utd,926,1019,33.91,26.16,61.64,22.21,1
Southampton,Leeds United,825,823,30.99,27.13,40.55,25.93,1
Manchester City,Burnley,1129,771,48.12,22.13,27.84,23.81,1
Aston Villa,Wolves,861,852,34.16,28.9,28.57,26.37,-1
Norwich City,Brighton,607,870,26.04,27.42,25.16,32.7,0
Brentford,Chelsea,241,1041,42.86,42.86,53.7,24.44,-1
Everton,West Ham,914,946,36.66,28.19,33.37,25.6,-1
Newcastle Utd,Tottenham,801,957,36.79,25.62,43.18,24.62,-1
Arsenal,Crystal Palace,949,836,53.52,25.16,28.66,25.05,0
Arsenal,Aston Villa,961,849,53.48,25.22,34.13,28.87,1
Chelsea,Norwich City,1043,605,53.74,24.42,25.97,27.62,1
Southampton,Burnley,823,773,31.07,27.1,27.74,23.72,0
Crystal Palace,Newcastle Utd,834,803,28.6,25.21,36.75,25.6,0
Everton,Watford,891,764,36.63,28.16,25.18,22.63,-1
