Home Team,Away Team,Home Team ELO,Away Team ELO,Home Team Win Percentage,Home Team Draw Percentage,Away Team Win Percentage,Away Team Draw Percentage,Winner
Bournemouth,West Ham,877,944,31.65,23.42,33.0,25.9,0
Wolves,Watford,896,820,24.49,27.04,25.21,22.65,1
Aston Villa,Burnley,678,872,34.09,29.68,27.04,23.47,0
Tottenham,Southampton,1017,841,42.91,24.81,30.85,27.63,1
Crystal Palace,Norwich City,937,748,28.68,24.87,28.26,28.57,1
Chelsea,Brighton,1032,763,53.64,24.81,23.17,30.49,1
Everton,Manchester City,899,1260,36.3,28.45,46.25,23.07,-1
Leicester City,Newcastle Utd,960,870,31.75,27.38,37.47,25.49,1
Manchester Utd,Arsenal,1007,1021,62.26,21.65,54.41,25.1,0
Brighton,Tottenham,789,991,22.89,30.12,42.97,24.78,1
Watford,Sheffield Utd,810,562,25.11,22.55,26.36,29.46,0
Liverpool,Leicester City,1265,955,51.29,25.07,31.88,27.33,1
Norwich City,Aston Villa,729,697,28.17,28.48,34.05,29.75,-1
Burnley,Everton,889,882,26.9,23.86,36.27,28.42,1
West Ham,Crystal Palace,928,953,32.96,25.98,28.86,24.81,-1
Manchester City,Wolves,1232,924,46.32,23.04,24.87,26.9,-1
Arsenal,Bournemouth,1031,867,54.35,25.17,31.45,23.9,1
Southampton,Chelsea,833,1040,30.81,27.6,53.68,24.78,-1
Newcastle Utd,Manchester Utd,892,985,37.43,25.46,62.2,21.72,1
Everton,West Ham,900,910,36.23,28.39,32.92,25.96,1
Wolves,Southampton,920,837,25.25,26.77,30.77,27.56,0
Chelsea,Newcastle Utd,1050,882,53.73,24.76,37.5,25.43,1
Aston Villa,Brighton,717,769,34.12,29.72,23.81,29.76,1
Leicester City,Burnley,968,876,31.82,27.27,27.27,23.74,1
Bournemouth,Norwich City,861,735,31.25,23.75,28.09,28.4,0
Tottenham,Watford,983,818,42.93,24.76,25.0,22.88,0
Crystal Palace,Manchester City,948,1237,29.04,24.75,46.26,23.01,-1
Manchester Utd,Liverpool,996,1254,62.14,21.7,51.34,25.05,0
Sheffield Utd,Arsenal,592,1001,26.15,30.0,54.4,25.14,1
Southampton,Leicester City,827,978,30.73,27.66,31.95,27.22,-1
Manchester City,Aston Villa,1239,715,46.32,22.99,34.19,29.69,1
West Ham,Sheffield Utd,898,604,32.88,25.93,26.72,29.77,0
Watford,Bournemouth,820,859,24.89,23.21,31.06,24.22,0
Brighton,Everton,791,878,23.53,29.41,36.29,28.37,1
Burnley,Chelsea,867,1059,27.14,23.62,53.77,24.74,-1
Newcastle Utd,Wolves,884,918,37.46,25.4,25.13,27.14,0
Arsenal,Crystal Palace,999,950,54.35,25.12,28.97,24.69,0
Liverpool,Tottenham,1260,977,51.29,25.12,42.88,24.83,1
Norwich City,Manchester Utd,729,1002,28.0,28.62,62.08,21.78,-1
Bournemouth,Manchester Utd,881,980,30.86,24.69,62.12,21.76,1
Sheffield Utd,Burnley,630,841,26.52,30.3,27.0,23.5,1
Manchester City,Southampton,1242,824,46.39,22.96,30.69,27.62,1
Arsenal,Wolves,995,922,54.29,25.19,25.0,27.5,0
Brighton,Norwich City,804,716,24.42,29.07,27.91,28.53,1
Aston Villa,Liverpool,714,1261,34.15,29.66,51.34,25.1,-1
West Ham,Newcastle Utd,881,901,32.85,26.01,37.42,25.48,-1
Watford,Chelsea,814,1065,24.79,23.53,53.82,24.71,-1
Crystal Palace,Leicester City,935,993,28.89,24.87,32.09,27.17,-1
Everton,Tottenham,882,973,36.26,28.34,42.84,24.81,0
Norwich City,Watford,704,826,27.83,28.44,24.69,23.43,-1
Chelsea,Crystal Palace,1075,925,53.86,24.69,28.82,24.81,1
Southampton,Everton,811,895,30.65,27.59,36.22,28.41,-1
Newcastle Utd,Bournemouth,916,866,37.49,25.46,31.29,24.54,1
Burnley,West Ham,859,863,26.87,23.38,32.81,25.98,1
Tottenham,Sheffield Utd,961,642,42.8,24.88,27.07,30.08,0
Leicester City,Arsenal,1009,979,32.22,27.11,54.24,25.26,1
Manchester Utd,Brighton,989,795,62.06,21.73,25.29,28.74,1
Wolves,Aston Villa,929,707,24.88,27.86,34.12,29.63,1
Liverpool,Manchester City,1276,1227,51.38,25.07,46.45,22.93,1
West Ham,Tottenham,851,973,32.77,25.95,42.76,24.95,-1
Brighton,Leicester City,788,1016,25.0,28.41,32.35,27.06,-1
Watford,Burnley,812,873,25.0,23.33,27.23,23.27,-1
Crystal Palace,Liverpool,921,1280,28.75,24.75,51.43,25.05,-1
Arsenal,Southampton,972,818,54.19,25.24,30.61,27.55,0
Everton,Norwich City,871,728,36.29,28.38,27.74,28.35,-1
Bournemouth,Wolves,853,942,31.1,24.39,25.25,27.72,-1
Manchester City,Chelsea,1236,1066,46.4,22.91,53.9,24.67,1
Sheffield Utd,Manchester Utd,654,977,26.87,30.6,62.1,21.71,0
Aston Villa,Newcastle Utd,732,891,34.08,29.59,37.55,25.43,1
Newcastle Utd,Manchester City,903,1224,37.51,25.4,46.46,22.88,0
Tottenham,Bournemouth,984,842,42.82,24.93,30.91,24.24,1
Burnley,Crystal Palace,859,935,27.59,23.15,28.68,24.69,-1
Liverpool,Brighton,1282,786,51.47,25.02,24.72,28.09,1
Chelsea,West Ham,1041,876,53.85,24.64,32.74,25.92,-1
Southampton,Watford,834,796,30.57,27.64,24.9,23.24,1
Wolves,Sheffield Utd,931,665,25.62,27.59,26.67,31.11,0
Norwich City,Arsenal,738,962,27.96,28.27,54.14,25.31,0
Leicester City,Everton,1026,861,32.49,27.01,36.25,28.35,1
Manchester Utd,Aston Villa,967,742,62.04,21.79,34.15,29.56,0
Crystal Palace,Bournemouth,947,830,28.86,24.63,30.72,24.1,1
Burnley,Manchester City,856,1227,27.45,23.04,46.4,22.97,-1
Wolves,West Ham,944,863,25.49,27.94,32.81,25.89,1
Southampton,Norwich City,846,726,30.66,27.61,27.88,28.48,1
Leicester City,Watford,1033,789,32.62,26.95,24.79,23.14,1
Chelsea,Aston Villa,1046,737,53.8,24.62,34.12,29.64,1
Manchester Utd,Tottenham,984,967,61.98,21.86,42.87,24.9,1
Liverpool,Everton,1285,858,51.52,25.0,36.22,28.33,1
Sheffield Utd,Newcastle Utd,659,909,26.47,31.62,37.47,25.48,-1
Arsenal,Brighton,939,809,54.09,25.38,24.44,27.78,-1
Everton,Chelsea,882,1022,36.18,28.3,53.85,24.6,1
Watford,Crystal Palace,796,940,24.69,23.05,29.03,24.57,0
Bournemouth,Liverpool,828,1287,30.54,23.95,51.57,24.98,-1
Tottenham,Burnley,978,845,42.83,24.88,27.32,22.93,1
Manchester City,Manchester Utd,1201,1010,46.47,22.94,62.01,21.84,-1
Norwich City,Sheffield Utd,707,678,27.79,28.4,26.28,31.39,-1
Aston Villa,Leicester City,732,1038,34.08,29.61,32.75,26.9,-1
Newcastle Utd,Southampton,922,833,37.54,25.45,30.75,27.57,1
Brighton,Wolves,815,938,25.27,27.47,25.85,27.8,0
West Ham,Arsenal,850,952,32.78,25.86,54.04,25.36,-1
Liverpool,Watford,1289,794,51.61,24.95,24.59,23.36,1
Burnley,Newcastle Utd,864,903,27.18,22.82,37.61,25.43,1
Chelsea,Bournemouth,998,852,53.8,24.57,30.36,23.81,-1
Sheffield Utd,Aston Villa,696,714,26.81,31.16,34.04,29.57,1
Leicester City,Norwich City,1026,719,32.88,26.85,27.71,28.31,0
Southampton,West Ham,818,865,30.71,27.54,32.74,25.84,-1
Wolves,Tottenham,924,992,25.73,28.16,42.88,24.86,-1
Manchester Utd,Everton,1004,888,62.05,21.82,36.24,28.27,0
Arsenal,Manchester City,946,1207,54.08,25.33,46.41,22.92,-1
Crystal Palace,Brighton,934,821,28.96,24.75,25.0,28.26,0
Everton,Arsenal,891,943,36.21,28.34,54.03,25.31,0
Newcastle Utd,Crystal Palace,920,917,37.57,25.4,28.89,24.94,1
Aston Villa,Southampton,703,829,34.01,29.54,30.67,27.5,-1
Brighton,Sheffield Utd,799,718,24.73,29.03,27.34,30.94,-1
Norwich City,Wolves,711,932,27.63,28.53,25.6,28.02,-1
Bournemouth,Burnley,837,879,30.77,23.67,27.54,22.71,-1
Manchester City,Leicester City,1215,1018,46.47,22.89,32.82,26.99,1
Watford,Manchester Utd,819,979,24.49,23.27,61.99,21.9,1
Tottenham,Chelsea,976,1014,42.94,24.83,53.74,24.55,-1
Tottenham,Brighton,984,791,42.9,24.81,24.47,28.72,1
Chelsea,Southampton,990,853,53.79,24.53,30.76,27.47,-1
Crystal Palace,West Ham,931,851,28.82,24.88,32.81,25.81,1
Aston Villa,Norwich City,719,695,33.97,29.51,27.54,28.44,1
Everton,Burnley,906,864,36.17,28.41,27.88,22.6,1
Bournemouth,Arsenal,842,938,30.59,23.53,53.98,25.38,0
Sheffield Utd,Watford,723,814,27.86,30.71,24.8,23.17,0
Manchester Utd,Newcastle Utd,992,907,61.93,21.88,37.63,25.37,1
Leicester City,Liverpool,1012,1295,32.75,26.94,51.66,24.93,-1
Wolves,Manchester City,959,1188,25.96,27.88,46.54,22.86,1
Brighton,Bournemouth,809,824,24.21,28.42,30.41,23.98,1
Newcastle Utd,Everton,891,922,37.59,25.35,36.23,28.38,-1
Southampton,Crystal Palace,857,927,30.85,27.43,28.99,24.82,0
Watford,Aston Villa,826,707,24.7,23.48,34.04,29.48,1
West Ham,Leicester City,842,1021,32.78,25.78,32.69,26.89,-1
Norwich City,Tottenham,706,973,27.46,28.36,42.95,24.79,0
Burnley,Manchester Utd,854,1002,27.75,22.49,61.97,21.85,-1
Arsenal,Chelsea,924,1004,53.93,25.45,53.74,24.5,-1
Liverpool,Wolves,1299,955,51.7,24.91,26.32,27.75,1
Manchester City,Sheffield Utd,1190,721,46.48,22.84,27.66,31.21,1
Burnley,Aston Villa,832,729,27.62,22.38,34.0,29.45,-1
Brighton,Chelsea,817,996,25.0,28.12,53.78,24.48,0
Southampton,Tottenham,878,952,30.81,27.53,42.91,24.86,1
Watford,Wolves,848,933,25.0,23.39,26.19,27.62,1
Newcastle Utd,Leicester City,881,1031,37.55,25.32,32.82,26.83,-1
Norwich City,Crystal Palace,715,918,27.38,28.57,28.92,25.0,0
Manchester City,Everton,1196,916,46.54,22.81,36.29,28.36,1
West Ham,Bournemouth,857,809,32.74,25.75,30.23,23.84,1
Arsenal,Manchester Utd,944,982,53.88,25.43,62.0,21.83,1
Liverpool,Sheffield Utd,1300,720,51.75,24.88,27.46,30.99,1
Sheffield Utd,West Ham,742,835,27.27,30.77,32.82,25.72,1
Crystal Palace,Arsenal,919,943,28.85,25.18,53.92,25.4,0
Leicester City,Southampton,1008,901,32.95,26.78,30.9,27.49,-1
Everton,Brighton,928,805,36.26,28.33,24.74,28.87,1
Chelsea,Burnley,1005,823,53.73,24.55,27.49,22.27,1
Wolves,Newcastle Utd,931,883,26.07,27.49,37.51,25.29,0
Manchester Utd,Norwich City,988,709,61.95,21.81,27.3,28.78,1
Tottenham,Liverpool,948,1304,42.87,24.83,51.8,24.86,-1
Bournemouth,Watford,795,862,30.06,23.7,25.3,23.29,-1
Aston Villa,Manchester City,727,1198,34.07,29.42,46.61,22.78,-1
Watford,Tottenham,866,944,25.6,23.2,42.83,24.81,0
Manchester City,Crystal Palace,1187,930,46.67,22.76,28.78,25.37,0
Norwich City,Bournemouth,729,775,27.22,28.7,29.89,23.56,1
Arsenal,Sheffield Utd,935,750,53.87,25.47,27.78,30.56,0
Southampton,Wolves,886,946,30.98,27.46,25.94,27.83,-1
West Ham,Everton,839,924,32.78,25.69,36.32,28.3,0
Brighton,Aston Villa,801,731,24.49,28.57,34.04,29.39,0
Newcastle Utd,Chelsea,904,984,37.47,25.37,53.77,24.53,1
Burnley,Leicester City,847,984,27.36,22.17,32.88,26.73,1
Liverpool,Manchester Utd,1308,984,51.84,24.83,61.98,21.79,1
Crystal Palace,Southampton,912,904,28.71,25.55,30.94,27.42,-1
Aston Villa,Watford,753,844,34.0,29.46,25.5,23.51,1
Everton,Newcastle Utd,923,905,36.29,28.37,37.54,25.34,0
Bournemouth,Brighton,792,784,29.71,23.43,24.24,29.29,1
Sheffield Utd,Manchester City,748,1189,27.59,31.03,46.61,22.85,-1
Chelsea,Arsenal,982,937,53.72,24.51,53.82,25.54,0
Tottenham,Norwich City,951,722,42.79,24.88,27.43,28.61,1
Leicester City,West Ham,994,829,32.82,26.68,32.74,25.77,1
Manchester Utd,Burnley,962,869,61.92,21.77,27.7,22.07,-1
Wolves,Liverpool,942,1312,26.29,27.7,51.89,24.81,-1
West Ham,Liverpool,827,1314,32.71,25.75,51.93,24.79,-1
Leicester City,Chelsea,993,983,32.95,26.63,53.67,24.58,0
West Ham,Brighton,825,786,32.67,25.72,24.0,29.0,0
Newcastle Utd,Norwich City,897,730,37.5,25.42,27.35,28.53,0
Crystal Palace,Sheffield Utd,889,771,28.64,25.49,27.4,30.82,-1
Watford,Everton,832,935,25.4,23.41,36.25,28.44,-1
Bournemouth,Aston Villa,806,739,30.11,23.3,34.07,29.43,1
Liverpool,Southampton,1317,901,51.98,24.76,31.03,27.39,1
Manchester Utd,Wolves,961,943,61.86,21.75,26.17,27.57,0
Burnley,Arsenal,872,934,28.04,21.96,53.77,25.61,0
Tottenham,Manchester City,977,1163,42.84,24.86,46.67,22.82,1
Everton,Crystal Palace,949,875,36.31,28.41,28.57,25.42,1
Brighton,Watford,788,830,23.76,29.7,25.3,23.32,0
Sheffield Utd,Bournemouth,789,788,27.89,30.61,30.51,23.16,1
Wolves,Leicester City,945,991,26.05,27.91,32.89,26.77,0
Southampton,Burnley,884,889,30.99,27.35,27.91,22.33,-1
Norwich City,Liverpool,729,1318,27.27,28.74,52.02,24.74,-1
Aston Villa,Tottenham,733,983,34.04,29.4,42.9,24.84,-1
Arsenal,Newcastle Utd,948,883,53.72,25.68,37.46,25.5,1
Chelsea,Manchester Utd,966,978,53.62,24.65,61.81,21.83,-1
Manchester City,West Ham,1167,821,46.62,22.79,32.64,25.8,1
Chelsea,Tottenham,983,966,53.57,24.62,42.95,24.81,1
Southampton,Aston Villa,893,724,30.95,27.32,34.0,29.37,1
Crystal Palace,Newcastle Utd,891,867,28.5,25.36,37.42,25.48,1
Burnley,Bournemouth,900,777,28.24,22.22,30.34,23.03,1
Sheffield Utd,Brighton,789,788,28.38,30.41,23.53,30.39,0
Leicester City,Manchester City,982,1176,32.82,26.91,46.68,22.77,-1
Manchester Utd,Watford,988,820,61.84,21.8,25.2,23.62,1
Wolves,Norwich City,952,722,25.93,28.24,27.19,28.65,1
Arsenal,Everton,964,933,53.76,25.66,36.37,28.38,1
Liverpool,West Ham,1320,819,52.07,24.72,32.6,25.77,1
Norwich City,Leicester City,748,956,27.11,28.57,32.76,26.86,1
Brighton,Crystal Palace,777,902,23.3,31.07,28.67,25.3,-1
Bournemouth,Chelsea,786,974,30.17,22.91,53.62,24.6,0
West Ham,Southampton,838,874,32.56,25.74,31.04,27.28,1
Newcastle Utd,Burnley,869,898,37.38,25.45,28.57,22.12,0
Watford,Liverpool,850,1290,25.1,23.53,52.11,24.69,1
Tottenham,Wolves,949,969,42.91,24.79,26.27,28.11,-1
Everton,Manchester Utd,936,985,36.34,28.36,61.88,21.78,0
Liverpool,Bournemouth,1292,784,52.06,24.67,30.0,23.33,1
Southampton,Newcastle Utd,858,885,31.0,27.25,37.34,25.53,-1
Arsenal,West Ham,974,828,53.8,25.63,32.64,25.71,1
Sheffield Utd,Norwich City,803,734,28.19,30.87,27.33,28.49,1
Wolves,Brighton,961,785,26.61,27.98,23.08,30.77,0
Crystal Palace,Watford,916,836,28.85,25.24,25.39,23.44,1
Burnley,Tottenham,900,947,28.44,22.48,42.87,24.77,0
Chelsea,Everton,988,922,53.56,24.67,36.3,28.42,1
Manchester Utd,Manchester City,1009,1152,61.82,21.86,46.74,22.74,1
Leicester City,Aston Villa,963,717,32.7,26.81,33.96,29.34,1
Aston Villa,Sheffield Utd,721,799,33.93,29.31,28.67,30.67,0
Manchester City,Arsenal,1160,966,46.69,22.72,53.85,25.61,1
Norwich City,Southampton,723,869,27.25,28.41,30.96,27.22,-1
Tottenham,Manchester Utd,950,1006,42.83,24.84,61.86,21.84,0
Watford,Leicester City,842,957,25.29,23.35,32.83,26.76,0
Brighton,Arsenal,809,942,22.86,31.43,53.8,25.59,1
West Ham,Wolves,818,971,32.6,25.69,26.48,28.31,-1
Bournemouth,Crystal Palace,774,926,29.83,23.2,29.02,25.18,-1
Newcastle Utd,Sheffield Utd,897,787,37.41,25.5,28.48,31.13,1
Aston Villa,Chelsea,715,994,33.89,29.38,53.61,24.65,-1
Everton,Liverpool,935,1279,36.27,28.4,52.11,24.65,0
Manchester City,Burnley,1166,894,46.75,22.69,28.31,22.83,1
Leicester City,Brighton,951,815,32.77,26.89,23.58,31.13,0
Tottenham,West Ham,960,808,42.79,24.91,32.57,25.66,1
Newcastle Utd,Aston Villa,889,723,37.47,25.47,33.86,29.35,0
Norwich City,Everton,716,942,27.17,28.32,36.24,28.46,-1
Wolves,Bournemouth,979,766,26.82,28.18,29.67,23.08,1
Manchester Utd,Sheffield Utd,1013,780,61.8,21.91,28.29,30.92,1
Liverpool,Crystal Palace,1283,922,52.06,24.72,29.19,25.12,1
Southampton,Arsenal,856,955,31.05,27.18,53.75,25.56,-1
Burnley,Watford,908,828,28.18,22.73,25.19,23.64,1
Chelsea,Manchester City,1017,1143,53.65,24.63,46.81,22.67,1
Aston Villa,Wolves,717,985,33.82,29.42,27.15,28.05,-1
Watford,Southampton,813,871,25.1,23.55,31.01,27.15,-1
Crystal Palace,Burnley,905,925,29.12,25.06,28.51,22.62,-1
Brighton,Manchester Utd,807,1021,23.36,31.78,61.83,21.89,-1
Arsenal,Norwich City,961,710,53.79,25.54,27.09,28.24,1
Bournemouth,Newcastle Utd,755,900,29.51,22.95,37.43,25.55,-1
Everton,Leicester City,958,935,36.3,28.44,32.7,27.03,1
West Ham,Chelsea,833,992,32.53,25.63,53.7,24.6,1
Sheffield Utd,Tottenham,804,936,28.1,30.72,42.84,24.88,1
Manchester City,Liverpool,1165,1261,46.76,22.64,52.1,24.7,1
Norwich City,Brighton,698,819,27.01,28.16,23.15,31.48,-1
Manchester Utd,Bournemouth,1027,749,61.87,21.87,29.35,22.83,1
Leicester City,Crystal Palace,950,890,32.64,26.98,29.05,25.0,1
Wolves,Arsenal,968,978,27.48,27.93,53.83,25.51,-1
Chelsea,Watford,1000,805,53.64,24.58,25.0,23.46,1
Burnley,Sheffield Utd,920,809,28.83,22.52,28.57,30.52,0
Newcastle Utd,West Ham,897,836,37.5,25.53,32.6,25.6,0
Liverpool,Aston Villa,1262,716,52.06,24.67,33.79,29.39,1
Southampton,Manchester City,898,1138,31.09,27.11,46.82,22.61,1
Tottenham,Everton,953,941,42.8,24.86,36.36,28.41,1
Watford,Norwich City,816,687,24.9,23.37,26.93,28.08,1
Crystal Palace,Chelsea,879,1011,28.98,24.94,53.69,24.56,-1
Arsenal,Leicester City,977,951,53.87,25.49,32.77,26.93,0
Sheffield Utd,Wolves,832,945,28.39,30.97,27.35,27.8,1
West Ham,Burnley,824,932,32.57,25.68,28.7,22.87,-1
Manchester City,Newcastle Utd,1144,891,46.77,22.59,37.46,25.6,1
Brighton,Liverpool,817,1264,23.85,31.19,52.1,24.65,-1
Everton,Southampton,939,900,36.32,28.38,31.18,27.08,0
Bournemouth,Tottenham,757,945,29.19,22.7,42.86,24.84,0
Aston Villa,Manchester Utd,711,1032,33.75,29.36,61.9,21.85,-1
Norwich City,West Ham,677,834,26.86,28.0,32.53,25.66,-1
Watford,Newcastle Utd,835,872,25.19,23.28,37.42,25.58,1
Liverpool,Burnley,1252,944,52.15,24.63,29.02,22.77,0
Sheffield Utd,Chelsea,856,987,28.85,30.77,53.73,24.53,1
Brighton,Manchester City,813,1148,23.64,30.91,46.83,22.56,-1
Wolves,Everton,961,923,27.23,27.68,36.29,28.45,1
Aston Villa,Crystal Palace,734,856,33.72,29.33,28.91,24.88,1
Tottenham,Arsenal,962,960,42.82,24.91,53.82,25.56,1
Bournemouth,Leicester City,781,927,29.03,23.12,32.71,27.07,1
Manchester Utd,Southampton,1026,906,61.94,21.83,31.14,27.17,0
Chelsea,Norwich City,992,672,53.68,24.51,26.78,27.92,1
Burnley,Wolves,945,960,28.89,23.11,27.56,27.56,0
Newcastle Utd,Tottenham,860,974,37.38,25.55,42.87,24.88,-1
Manchester City,Bournemouth,1151,778,46.89,22.54,29.41,22.99,1
Arsenal,Liverpool,987,1225,53.77,25.54,52.1,24.7,1
Leicester City,Sheffield Utd,940,843,32.65,27.02,29.3,30.57,1
Everton,Aston Villa,915,742,36.25,28.42,33.79,29.3,0
Southampton,Brighton,902,817,31.1,27.26,23.42,30.63,0
Crystal Palace,Manchester Utd,847,1035,28.84,24.82,61.88,21.9,-1
West Ham,Watford,850,819,32.61,25.63,25.48,23.19,1
Norwich City,Burnley,666,951,26.7,27.84,28.76,23.45,-1
Bournemouth,Southampton,767,913,29.26,22.87,31.06,27.35,-1
Tottenham,Leicester City,988,926,42.92,24.86,32.77,26.97,1
Sheffield Utd,Everton,830,928,29.11,30.38,36.22,28.49,-1
Brighton,Newcastle Utd,819,858,23.21,31.25,37.34,25.52,0
Wolves,Crystal Palace,971,836,27.43,27.88,28.77,24.76,1
Watford,Manchester City,815,1155,25.38,23.11,46.95,22.51,-1
Aston Villa,Arsenal,768,961,33.75,29.38,53.82,25.51,1
Manchester Utd,West Ham,1027,858,61.92,21.88,32.68,25.6,0
Liverpool,Chelsea,1232,985,52.05,24.67,53.72,24.49,1
Burnley,Brighton,929,841,29.07,23.35,23.01,31.86,-1
West Ham,Aston Villa,854,772,32.64,25.68,33.82,29.34,0
Arsenal,Watford,971,805,53.77,25.49,25.28,23.02,1
Crystal Palace,Tottenham,843,981,28.71,24.71,42.98,24.84,0
Everton,Bournemouth,905,790,36.28,28.47,29.1,22.75,-1
Chelsea,Wolves,1000,956,53.67,24.47,27.75,27.75,1
Newcastle Utd,Liverpool,855,1235,37.3,25.6,52.09,24.65,-1
Leicester City,Manchester Utd,915,1038,32.71,26.92,61.86,21.95,-1
Manchester City,Norwich City,1157,664,47.01,22.49,26.63,27.76,1
Southampton,Sheffield Utd,925,818,31.15,27.32,28.93,30.19,1
Fulham,Arsenal,676,976,29.51,26.5,53.81,25.46,-1
Crystal Palace,Southampton,863,905,28.64,24.88,31.23,27.28,1
Liverpool,Leeds United,1235,462,52.14,24.63,40.38,26.71,1
West Ham,Newcastle Utd,838,871,32.61,25.76,37.27,25.57,-1
West Brom,Leicester City,755,924,24.56,28.07,32.65,26.87,-1
Tottenham,Everton,962,924,42.94,24.91,36.25,28.44,-1
Sheffield Utd,Wolves,808,966,28.75,30.0,27.63,27.63,-1
Brighton,Chelsea,832,1009,23.68,31.58,53.72,24.44,-1
Everton,West Brom,933,746,36.3,28.41,24.51,28.01,1
Leeds United,Fulham,487,651,40.3,26.65,29.46,26.45,1
Manchester Utd,Crystal Palace,1015,886,61.9,21.93,28.81,24.82,-1
Arsenal,West Ham,986,828,53.85,25.44,32.57,25.73,1
Southampton,Tottenham,892,975,31.2,27.25,42.9,24.88,-1
Newcastle Utd,Brighton,853,850,37.33,25.55,23.48,31.3,-1
Chelsea,Liverpool,1002,1242,53.76,24.42,52.18,24.61,-1
Leicester City,Burnley,940,913,32.77,26.82,28.95,23.25,1
Aston Villa,Sheffield Utd,790,790,33.78,29.42,28.57,29.81,1
Wolves,Manchester City,958,1165,27.95,27.51,47.07,22.46,-1
Brighton,Manchester Utd,841,1024,24.14,31.03,61.84,21.91,-1
Crystal Palace,Everton,872,947,28.97,24.77,36.36,28.39,-1
West Brom,Chelsea,756,992,24.45,27.95,53.71,24.4,0
Burnley,Southampton,896,909,28.82,23.14,31.16,27.22,-1
Sheffield Utd,Leeds United,763,514,28.4,29.63,40.43,26.6,-1
Tottenham,Newcastle Utd,970,858,42.95,24.86,37.29,25.52,0
Manchester City,Leicester City,1140,965,47.13,22.44,32.9,26.77,-1
West Ham,Wolves,850,936,32.54,25.7,27.83,27.39,1
Fulham,Aston Villa,641,800,29.4,26.4,33.85,29.39,-1
Liverpool,Arsenal,1248,980,52.23,24.58,53.9,25.42,1
Chelsea,Crystal Palace,1003,861,53.66,24.47,28.9,24.71,1
Everton,Brighton,958,830,36.42,28.36,23.93,30.77,1
Leeds United,Manchester City,529,1125,40.55,26.54,47.07,22.41,0
Newcastle Utd,Burnley,876,878,37.25,25.6,28.7,23.04,1
Leicester City,West Ham,944,871,33.02,26.72,32.61,25.68,-1
Southampton,West Brom,918,747,31.24,27.18,24.4,28.1,1
Arsenal,Sheffield Utd,987,756,53.85,25.39,28.22,29.45,1
Wolves,Fulham,941,636,27.71,27.27,29.35,26.36,1
Manchester Utd,Tottenham,1006,988,61.87,21.89,42.91,24.93,-1
Aston Villa,Liverpool,830,1218,33.92,29.36,52.27,24.56,1
Everton,Liverpool,968,1208,36.48,28.33,52.22,24.54,0
Chelsea,Southampton,999,922,53.7,24.44,31.33,27.15,0
Manchester City,Arsenal,1135,977,47.02,22.5,53.89,25.37,1
Newcastle Utd,Manchester Utd,866,1016,37.32,25.57,61.82,21.87,-1
Sheffield Utd,Fulham,751,641,28.05,29.27,29.29,26.31,0
Crystal Palace,Brighton,860,831,28.84,24.65,23.73,30.51,0
Tottenham,West Ham,983,876,42.96,24.91,32.68,25.65,0
Leicester City,Aston Villa,923,851,32.96,26.67,33.99,29.33,-1
West Brom,Burnley,753,872,24.35,28.04,28.57,22.94,0
Leeds United,Wolves,526,944,40.47,26.69,28.02,27.16,-1
Aston Villa,Leeds United,823,554,34.06,29.3,40.38,26.64,-1
West Ham,Manchester City,886,1125,32.65,25.73,47.08,22.47,0
Fulham,Crystal Palace,634,867,29.24,26.44,28.77,24.83,-1
Manchester Utd,Chelsea,1015,1000,61.85,21.85,53.65,24.51,0
Liverpool,Sheffield Utd,1210,749,52.17,24.61,27.88,29.7,1
Southampton,Everton,940,950,31.29,27.24,36.45,28.4,1
Wolves,Newcastle Utd,940,870,28.33,27.04,37.28,25.55,0
Arsenal,Leicester City,959,941,53.84,25.35,32.9,26.62,-1
Brighton,West Brom,827,757,23.53,31.09,24.3,28.2,0
Burnley,Tottenham,861,994,28.45,23.28,42.92,24.98,-1
Wolves,Crystal Palace,953,854,28.21,27.35,28.94,24.77,1
Sheffield Utd,Manchester City,746,1128,27.71,29.52,47.03,22.56,-1
Burnley,Chelsea,851,1010,28.33,23.18,53.6,24.58,-1
Liverpool,West Ham,1214,882,52.22,24.58,32.61,25.81,1
Aston Villa,Southampton,812,951,34.02,29.27,31.37,27.21,-1
Newcastle Utd,Everton,890,930,37.24,25.62,36.41,28.37,1
Manchester Utd,Arsenal,996,978,61.79,21.92,53.79,25.32,-1
Tottenham,Brighton,1003,818,42.98,24.95,23.33,31.67,1
Fulham,West Brom,655,736,29.18,26.39,24.24,28.35,1
Leeds United,Leicester City,551,944,40.51,26.58,33.03,26.57,-1
Brighton,Burnley,820,849,23.14,31.4,28.21,23.08,0
Southampton,Newcastle Utd,964,877,31.46,27.17,37.31,25.6,1
Everton,Manchester Utd,917,1009,36.38,28.35,61.74,21.9,-1
Crystal Palace,Leeds United,859,546,28.87,24.71,40.42,26.53,1
Chelsea,Sheffield Utd,1016,740,53.65,24.56,27.54,29.34,1
West Ham,Fulham,889,648,32.58,25.78,29.31,26.35,1
West Brom,Tottenham,730,1009,24.19,28.29,43.03,24.93,-1
Leicester City,Wolves,960,937,33.15,26.52,28.51,27.23,1
Manchester City,Liverpool,1132,1210,47.09,22.53,52.26,24.56,0
Arsenal,Aston Villa,955,835,53.83,25.3,33.99,29.24,-1
Newcastle Utd,Chelsea,867,1026,37.27,25.57,53.69,24.54,-1
