Season,Home Team,Away Team,Home Goals,Away Goals,Home Team ELO,Away Team ELO,Home XG,Away XG,Home XGA,Away XGA,Home Win Percentage,Home Draw Percentage,Away Win Percentage,Away Draw Percentage,Head2Head Win,Head2Head Draw,Winner
2020-2021,Aston Villa,Everton,0,0,853,925,59,50,51,49,34.0,29.09,36.54,28.26,38,25,0
2020-2021,Manchester Utd,Liverpool,2,4,1050,1053,69,75,38,44,61.69,22.12,52.03,24.66,36,43,-1
2020-2021,Newcastle Utd,Manchester City,3,4,846,1151,44,84,59,30,36.92,25.55,48.05,22.13,8,17,-1
2020-2021,Burnley,Leeds United,0,4,843,825,39,62,57,60,28.79,23.48,40.67,25.79,0,0,-1
2020-2021,Southampton,Fulham,3,1,843,720,45,41,58,58,31.32,26.95,28.52,26.94,50,25,1
2020-2021,Brighton,West Ham,1,1,831,930,54,61,40,49,23.33,33.33,33.16,25.63,38,62,0
2020-2021,Crystal Palace,Aston Villa,3,2,838,836,37,59,58,51,29.0,24.68,33.97,29.06,38,12,1
2020-2021,Tottenham,Wolves,2,0,948,869,63,39,49,52,43.08,24.82,28.41,27.27,50,17,1
2020-2021,West Brom,Liverpool,1,2,756,1058,36,75,72,44,23.78,28.25,52.07,24.64,0,60,-1
2020-2021,Everton,Sheffield Utd,0,1,900,714,50,33,49,66,36.51,28.24,26.53,25.51,50,0,-1
2020-2021,Manchester Utd,Fulham,1,1,1038,732,69,41,38,58,61.64,22.19,28.47,27.07,75,25,0
2020-2021,Southampton,Leeds United,0,2,826,842,45,62,58,60,31.29,26.92,40.79,25.74,0,0,-1
2020-2021,Brighton,Manchester City,3,2,859,1123,54,84,40,30,23.84,33.11,48.0,22.1,12,0,1
2020-2021,Chelsea,Leicester City,2,1,1024,960,72,62,31,45,53.64,24.53,34.03,26.18,43,36,1
2020-2021,Tottenham,Aston Villa,1,2,927,857,63,59,49,51,43.04,24.8,34.03,29.03,75,0,-1
2020-2021,Everton,Wolves,1,0,915,854,50,39,49,52,36.57,28.21,28.3,27.17,50,17,1
2020-2021,Newcastle Utd,Sheffield Utd,1,0,856,704,44,33,59,66,36.98,25.53,26.4,25.38,75,0,1
2020-2021,Crystal Palace,Arsenal,1,3,827,971,37,54,58,42,28.94,24.62,53.55,25.25,14,36,-1
2020-2021,Burnley,Liverpool,0,3,836,1065,39,75,57,44,28.68,23.4,52.11,24.62,17,17,-1
2020-2021,West Brom,West Ham,1,3,747,939,36,61,72,49,23.73,28.19,33.23,25.6,10,40,-1
2020-2021,Leicester City,Tottenham,2,4,942,945,62,63,45,49,33.97,26.13,43.09,24.78,29,14,-1
2020-2021,Manchester City,Everton,5,0,1130,908,85,50,30,49,48.05,22.08,36.54,28.19,64,29,1
2020-2021,Liverpool,Crystal Palace,2,0,1071,821,75,37,44,58,52.15,24.6,28.88,24.57,71,0,1
2020-2021,Sheffield Utd,Burnley,1,0,726,814,33,39,66,57,26.77,25.25,28.57,23.31,50,25,1
2020-2021,Wolves,Manchester Utd,1,2,846,1046,39,69,52,38,28.2,27.07,61.67,22.17,17,50,-1
2020-2021,Arsenal,Brighton,2,0,982,848,54,54,42,40,53.59,25.22,23.68,32.89,38,25,1
2020-2021,Leeds United,West Brom,3,1,854,735,62,36,60,72,40.91,25.69,23.68,28.14,100,0,1
2020-2021,Fulham,Newcastle Utd,0,2,721,867,41,44,58,59,28.42,27.02,37.05,25.5,0,50,-1
2020-2021,Aston Villa,Chelsea,2,1,880,1001,59,72,51,31,34.1,29.0,53.59,24.51,12,12,1
2020-2021,West Ham,Southampton,3,0,950,815,61,45,49,58,33.3,25.57,31.25,26.89,57,14,1
2021-2022,Brentford,Arsenal,2,0,132,950,53,63,49,48,100.0,0.0,53.54,25.2,100,0,1
2021-2022,Manchester Utd,Leeds United,5,1,1054,846,58,51,56,72,61.7,22.15,40.83,25.64,67,33,1
2021-2022,Watford,Aston Villa,3,2,777,858,39,43,67,53,25.47,22.85,34.07,28.97,80,0,1
2021-2022,Chelsea,Crystal Palace,3,0,1009,813,70,49,35,41,53.63,24.48,28.82,24.52,80,0,1
2021-2022,Everton,Southampton,3,1,920,803,45,47,60,65,36.59,28.16,31.21,26.86,47,20,1
2021-2022,Burnley,Brighton,1,2,800,862,41,50,60,47,28.46,23.22,24.18,32.68,22,56,-1
2021-2022,Leicester City,Wolves,1,0,954,834,50,39,66,58,34.09,26.09,28.09,26.97,43,43,1
2021-2022,Norwich City,Liverpool,0,3,612,1073,32,93,80,33,26.48,27.61,52.2,24.57,0,20,-1
2021-2022,Newcastle Utd,West Ham,2,4,855,962,41,55,63,53,37.01,25.48,33.37,25.55,54,8,-1
2021-2022,Tottenham,Manchester City,1,0,969,1106,68,93,44,25,43.14,24.75,48.0,22.05,40,13,1
2021-2022,Liverpool,Burnley,2,0,1079,794,93,41,33,60,52.24,24.55,28.36,23.13,69,15,1
2021-2022,Leeds United,Everton,2,2,849,917,51,45,72,60,40.75,25.79,36.56,28.23,33,33,0
2021-2022,Aston Villa,Newcastle Utd,2,0,874,839,43,41,53,63,34.13,28.94,36.97,25.45,33,56,1
2021-2022,Crystal Palace,Brentford,0,0,798,147,49,53,41,49,28.76,24.68,50.0,50.0,0,100,0
2021-2022,Manchester City,Norwich City,5,0,1108,610,94,32,25,80,48.06,22.03,26.4,27.53,60,20,1
2021-2022,Brighton,Watford,2,0,874,765,50,39,47,67,24.68,32.47,25.37,22.76,43,43,1
2021-2022,Southampton,Manchester Utd,1,1,813,1044,47,58,65,56,31.18,26.94,61.65,22.22,13,40,0
2021-2022,Wolves,Tottenham,0,1,824,979,39,68,58,44,27.99,26.87,43.19,24.73,29,14,-1
2021-2022,Arsenal,Chelsea,0,2,937,1022,63,70,48,35,53.49,25.18,53.67,24.46,27,27,-1
2021-2022,West Ham,Leicester City,4,1,978,938,56,50,52,66,33.44,25.52,34.03,26.04,33,27,1
2021-2022,Manchester City,Arsenal,5,0,1117,928,95,63,25,48,48.11,22.01,53.45,25.16,67,20,1
2021-2022,West Ham,Crystal Palace,2,2,970,806,56,49,52,41,33.4,25.6,28.69,24.84,40,40,0
2021-2022,Norwich City,Leicester City,1,2,606,942,32,50,80,66,26.33,27.45,34.14,26.0,20,20,-1
2021-2022,Brighton,Everton,0,2,860,931,50,45,47,60,24.52,32.26,36.62,28.2,22,22,-1
2021-2022,Newcastle Utd,Southampton,2,2,838,814,41,47,63,65,36.94,25.53,31.14,27.03,38,31,0
2021-2022,Aston Villa,Brentford,1,1,858,163,43,53,53,49,34.1,29.01,33.33,66.67,0,100,0
2021-2022,Liverpool,Chelsea,1,1,1076,1025,93,70,33,35,52.19,24.62,53.63,24.53,40,40,0
2021-2022,Burnley,Leeds United,1,1,797,846,41,51,60,72,28.25,23.42,40.67,25.93,0,33,0
2021-2022,Tottenham,Watford,1,0,986,758,68,39,44,67,43.24,24.71,25.28,22.68,64,27,1
2021-2022,Wolves,Manchester Utd,0,1,817,1051,39,58,58,56,27.88,26.77,61.68,22.2,14,43,-1
2021-2022,Crystal Palace,Tottenham,3,0,830,962,49,68,41,44,28.85,24.79,43.2,24.69,13,20,1
2021-2022,Southampton,West Ham,0,0,821,963,47,56,65,52,31.1,27.11,33.37,25.68,27,20,0
2021-2022,Manchester Utd,Newcastle Utd,4,1,1058,831,59,41,55,63,61.72,22.18,36.9,25.5,69,15,1
2021-2022,Arsenal,Norwich City,1,0,932,602,63,32,48,80,53.49,25.13,26.26,27.37,60,40,1
2021-2022,Leicester City,Manchester City,0,1,933,1126,50,95,66,25,34.08,25.95,48.17,21.98,27,7,-1
2021-2022,Watford,Wolves,0,2,745,830,39,39,67,58,25.19,22.59,28.15,26.67,40,0,-1
2021-2022,Brentford,Brighton,0,1,162,861,53,50,49,47,25.0,50.0,25.0,32.05,0,0,-1
2021-2022,Chelsea,Aston Villa,3,0,1034,849,70,43,35,53,53.67,24.51,34.06,28.98,78,11,1
2021-2022,Leeds United,Liverpool,0,3,839,1083,51,93,72,33,40.59,25.88,52.24,24.6,0,33,-1
2021-2022,Everton,Burnley,3,1,941,787,45,41,60,60,36.67,28.18,28.15,23.33,54,8,1
2021-2022,Newcastle Utd,Leeds United,1,1,831,839,41,51,63,72,36.86,25.57,40.51,26.03,0,33,0
2021-2022,Wolves,Brentford,0,2,799,193,39,53,58,49,28.04,26.57,40.0,40.0,0,0,-1
2021-2022,Liverpool,Crystal Palace,3,0,1089,824,93,49,33,41,52.28,24.58,28.78,24.73,73,0,1
2021-2022,Norwich City,Watford,1,3,592,755,32,39,80,66,26.18,27.3,25.46,22.51,20,0,-1
2021-2022,Manchester City,Southampton,0,0,1115,832,95,47,25,65,48.12,22.07,31.07,27.2,73,13,0
2021-2022,Burnley,Arsenal,0,1,777,942,41,63,60,48,28.04,23.25,53.53,25.11,8,15,-1
2021-2022,Aston Villa,Everton,3,0,869,921,43,45,52,60,34.13,28.96,36.64,28.15,44,22,1
2021-2022,West Ham,Manchester Utd,1,2,951,1070,56,59,52,55,33.33,25.65,61.75,22.16,20,33,-1
2021-2022,Brighton,Leicester City,2,1,880,914,50,50,47,66,25.48,31.85,34.02,25.91,11,22,1
2021-2022,Tottenham,Chelsea,0,3,949,1047,68,70,44,35,43.16,24.66,53.71,24.49,27,20,-1
2021-2022,Chelsea,Manchester City,0,1,1034,1128,70,95,35,25,53.66,24.46,48.17,22.04,33,13,-1
2021-2022,Manchester Utd,Aston Villa,0,1,1046,893,59,43,55,52,61.7,22.14,34.19,28.93,67,22,-1
2021-2022,Everton,Norwich City,2,0,925,588,45,32,60,80,36.7,28.12,26.11,27.22,60,20,1
2021-2022,Leeds United,West Ham,1,2,828,962,51,56,72,52,40.43,25.98,33.4,25.62,0,0,-1
2021-2022,Watford,Newcastle Utd,1,1,758,828,39,41,66,63,25.37,22.79,36.83,25.65,56,33,0
2021-2022,Leicester City,Burnley,2,2,908,783,50,41,66,60,33.97,26.03,27.94,23.53,46,31,0
2021-2022,Brentford,Liverpool,3,3,209,1073,53,93,49,33,33.33,50.0,52.23,24.64,0,100,0
2021-2022,Southampton,Wolves,0,1,814,817,47,39,65,58,31.03,27.17,28.31,26.47,14,29,-1
2021-2022,Arsenal,Tottenham,3,1,958,933,63,68,48,44,53.57,25.09,43.12,24.64,27,40,1
2021-2022,Crystal Palace,Brighton,1,1,827,877,49,50,41,47,28.72,24.89,25.32,32.28,33,44,0
2021-2022,Manchester Utd,Everton,1,1,1041,930,59,45,55,60,61.64,22.21,36.66,28.19,47,40,0
2021-2022,Leeds United,Watford,1,0,841,745,51,39,72,66,40.55,25.93,25.27,22.71,100,0,1
2021-2022,Wolves,Newcastle Utd,2,1,834,811,39,41,58,63,28.57,26.37,36.79,25.62,29,71,1
2021-2022,Burnley,Norwich City,0,0,775,596,41,32,60,80,27.84,23.81,26.04,27.42,67,33,0
2021-2022,Chelsea,Southampton,3,1,1041,807,70,47,35,65,53.7,24.44,30.99,27.13,53,33,1
2021-2022,Brighton,Arsenal,0,0,881,954,50,63,47,48,25.16,32.7,53.52,25.16,33,33,0
2021-2022,Crystal Palace,Leicester City,2,2,831,904,49,50,41,66,28.66,25.05,33.91,26.16,40,20,0
2021-2022,West Ham,Brentford,1,2,930,241,56,53,52,49,33.37,25.6,42.86,42.86,0,0,-1
2021-2022,Tottenham,Aston Villa,2,1,947,879,68,43,44,52,43.18,24.62,34.16,28.9,78,0,1
2021-2022,Liverpool,Manchester City,2,2,1076,1125,93,95,33,25,52.19,24.71,48.12,22.13,40,27,0
2021-2022,Watford,Liverpool,0,5,741,1080,39,94,66,33,25.18,22.63,52.23,24.69,18,9,-1
2021-2022,Leicester City,Manchester Utd,4,2,926,1019,50,59,65,55,34.02,26.12,61.59,22.19,20,27,1
2021-2022,Southampton,Leeds United,1,0,825,823,47,51,65,72,31.07,27.1,40.47,25.88,33,0,1
2021-2022,Manchester City,Burnley,2,0,1129,771,95,41,25,60,48.18,22.1,27.74,23.72,77,15,1
2021-2022,Aston Villa,Wolves,2,3,861,852,43,39,52,58,34.13,28.87,28.83,26.28,20,20,-1
2021-2022,Norwich City,Brighton,0,0,607,870,32,50,80,47,25.97,27.62,25.0,33.12,0,33,0
2021-2022,Brentford,Chelsea,0,1,241,1041,53,70,49,35,37.5,37.5,53.74,24.42,0,0,-1
2021-2022,Everton,West Ham,0,1,914,946,45,56,60,52,36.63,28.16,33.44,25.57,47,20,-1
2021-2022,Newcastle Utd,Tottenham,2,3,801,957,41,68,63,44,36.75,25.6,43.23,24.6,31,15,-1
2021-2022,Arsenal,Crystal Palace,2,2,949,836,63,49,48,41,53.48,25.22,28.6,25.21,47,40,0
2021-2022,Arsenal,Aston Villa,3,1,961,849,63,43,48,52,53.52,25.2,34.09,28.84,67,0,1
2021-2022,Chelsea,Norwich City,7,0,1043,605,72,32,34,80,53.78,24.4,25.9,27.55,100,0,1
2021-2022,Southampton,Burnley,2,2,823,773,47,41,65,60,31.04,27.19,27.64,24.0,31,31,0
2021-2022,Crystal Palace,Newcastle Utd,1,1,834,803,49,41,41,63,28.54,25.37,36.72,25.67,31,38,0
2021-2022,Everton,Watford,2,5,891,764,45,40,60,65,36.6,28.14,25.45,22.55,36,27,-1
2021-2022,Leeds United,Wolves,1,1,824,851,51,39,72,58,40.39,26.02,28.73,26.55,0,33,0
2021-2022,Brighton,Manchester City,1,4,864,1135,50,96,47,25,24.84,32.92,48.23,22.08,11,0,-1
2021-2022,West Ham,Tottenham,1,0,963,940,56,68,52,44,33.51,25.54,43.19,24.58,33,20,1
2021-2022,Brentford,Leicester City,1,2,240,927,53,50,49,65,33.33,33.33,34.13,26.07,0,0,-1
2021-2022,Manchester Utd,Liverpool,0,5,1006,1093,59,95,55,33,61.53,22.17,52.27,24.67,33,40,-1
2021-2022,Leicester City,Arsenal,0,2,913,975,50,63,65,48,34.08,26.03,53.56,25.18,27,20,-1
2021-2022,Watford,Southampton,0,1,751,836,40,47,65,65,25.36,22.46,31.12,27.16,9,45,-1
2021-2022,Newcastle Utd,Chelsea,0,3,797,1049,41,72,63,34,36.68,25.65,53.83,24.38,23,8,-1
2021-2022,Liverpool,Brighton,2,2,1084,873,95,50,33,47,52.22,24.73,24.69,33.33,67,22,0
2021-2022,Burnley,Brentford,3,1,774,239,41,53,60,49,27.9,23.91,30.0,30.0,100,0,1
2021-2022,Manchester City,Crystal Palace,0,2,1108,861,96,49,25,41,48.18,22.06,28.69,25.32,67,13,-1
2021-2022,Tottenham,Manchester Utd,0,3,927,1019,68,59,44,55,43.15,24.56,61.57,22.15,33,13,-1
2021-2022,Norwich City,Leeds United,1,2,598,831,32,51,80,72,25.82,27.47,40.5,25.97,0,0,-1
2021-2022,Aston Villa,West Ham,1,4,838,974,43,57,52,51,34.06,28.81,33.57,25.52,11,44,-1
2021-2022,Wolves,Everton,2,1,869,873,39,45,58,60,28.99,26.45,36.57,28.11,43,14,1
2021-2022,Southampton,Aston Villa,1,0,852,822,47,43,65,52,31.2,27.12,34.03,28.78,67,22,1
2021-2022,Manchester Utd,Manchester City,0,2,1007,1120,59,96,55,25,61.51,22.13,48.24,22.03,40,20,-1
2021-2022,Crystal Palace,Wolves,2,0,877,853,49,39,41,58,28.84,25.26,28.88,26.35,43,14,1
2021-2022,Chelsea,Burnley,1,1,1038,785,72,41,34,60,53.78,24.44,27.8,24.19,62,31,0
2021-2022,Brentford,Norwich City,1,2,235,602,53,32,49,80,27.27,27.27,26.03,27.4,0,0,-1
2021-2022,Brighton,Newcastle Utd,1,1,870,800,50,41,47,63,24.54,33.74,36.64,25.72,44,56,0
2021-2022,Leeds United,Leicester City,1,1,835,909,51,50,72,65,40.43,26.11,34.02,26.15,33,33,0
2021-2022,Everton,Tottenham,0,0,875,925,45,68,60,44,36.53,28.18,43.11,24.62,7,47,0
2021-2022,Arsenal,Watford,1,0,982,744,63,40,48,65,53.6,25.16,25.27,22.38,73,9,1
2021-2022,West Ham,Liverpool,3,2,995,1063,57,95,51,33,33.64,25.49,52.18,24.71,27,13,1
2021-2022,Leicester City,Chelsea,0,3,899,1048,50,72,65,34,33.96,26.11,53.82,24.42,20,33,-1
2021-2022,Newcastle Utd,Brentford,3,3,785,250,41,53,63,49,36.61,25.79,25.0,33.33,0,100,0
2021-2022,Aston Villa,Brighton,2,0,840,852,43,50,52,47,34.09,28.75,24.39,33.54,40,40,1
2021-2022,Watford,Manchester Utd,4,1,770,981,41,59,64,55,25.54,22.3,61.46,22.11,27,0,1
2021-2022,Norwich City,Southampton,2,1,628,826,32,47,80,65,26.23,27.32,31.16,27.09,40,0,1
2021-2022,Wolves,West Ham,1,0,875,973,39,57,58,51,29.14,26.26,33.61,25.46,71,0,1
2021-2022,Burnley,Crystal Palace,3,3,789,873,41,49,60,41,27.7,24.46,28.78,25.42,46,15,0
2021-2022,Liverpool,Arsenal,4,0,1075,970,96,63,33,48,52.22,24.69,53.55,25.13,53,33,1
2021-2022,Manchester City,Everton,3,0,1126,869,96,45,25,60,48.29,22.01,36.5,28.15,67,27,1
2021-2022,Tottenham,Leeds United,2,1,937,823,68,51,44,72,43.16,24.6,40.35,26.06,67,0,1
2021-2022,Arsenal,Newcastle Utd,2,0,978,777,63,41,48,63,53.59,25.11,36.57,25.77,92,0,1
2021-2022,Crystal Palace,Aston Villa,1,2,855,858,49,43,41,52,28.72,25.37,34.16,28.73,33,11,-1
2021-2022,Norwich City,Wolves,0,0,638,865,32,39,80,58,26.16,27.52,29.03,26.52,0,33,0
2021-2022,Liverpool,Southampton,4,0,1081,820,97,47,33,65,52.26,24.67,31.13,27.06,67,20,1
2021-2022,Brighton,Leeds United,0,0,851,824,50,51,47,72,24.24,33.94,40.27,26.2,67,33,0
2021-2022,Brentford,Everton,1,0,281,838,53,45,49,60,30.77,30.77,36.47,28.13,100,0,1
2021-2022,Leicester City,Watford,4,2,909,760,50,41,64,64,34.07,26.06,25.45,22.22,64,9,1
2021-2022,Manchester City,West Ham,2,1,1135,964,96,57,25,51,48.35,21.99,33.57,25.44,73,13,1
2021-2022,Chelsea,Manchester Utd,1,1,1045,984,72,59,34,55,53.77,24.49,61.4,22.18,20,53,0
2021-2022,Newcastle Utd,Norwich City,1,1,771,644,41,32,63,80,36.53,25.84,26.09,27.72,20,40,0
2021-2022,Leeds United,Crystal Palace,1,0,841,838,51,49,72,41,40.38,26.15,28.66,25.31,67,0,1
2021-2022,Wolves,Burnley,0,0,862,792,39,41,58,60,28.93,26.79,27.6,24.73,14,43,0
2021-2022,Southampton,Leicester City,2,2,824,905,47,50,65,64,31.09,27.15,34.01,26.19,27,33,0
2021-2022,Watford,Chelsea,1,2,755,1050,41,72,64,34,25.36,22.14,53.81,24.47,9,18,-1
2021-2022,West Ham,Brighton,1,1,959,856,57,50,51,47,33.54,25.51,24.1,34.34,0,67,0
2021-2022,Everton,Liverpool,1,4,832,1087,45,98,60,33,36.44,28.1,52.3,24.65,7,53,-1
2021-2022,Aston Villa,Manchester City,1,2,853,1140,43,96,52,25,34.12,28.7,48.4,21.96,0,11,-1
2021-2022,Tottenham,Brentford,2,0,938,280,68,53,44,49,43.21,24.58,28.57,28.57,100,0,1
2021-2022,Manchester Utd,Arsenal,3,2,1000,962,59,63,55,48,61.44,22.16,53.55,25.09,33,33,1
2021-2022,West Ham,Chelsea,3,2,979,1030,57,72,51,34,33.61,25.49,53.76,24.45,33,20,1
2021-2022,Wolves,Liverpool,0,1,855,1094,39,98,58,33,28.83,26.69,52.35,24.62,0,0,-1
2021-2022,Southampton,Brighton,1,1,825,855,47,50,65,47,31.05,27.23,23.95,34.73,33,56,0
2021-2022,Newcastle Utd,Burnley,1,0,788,775,41,41,63,60,36.6,25.82,27.5,24.64,45,36,1
2021-2022,Watford,Manchester City,1,3,752,1143,41,96,64,25,25.27,22.06,48.46,21.94,0,0,-1
2021-2022,Tottenham,Norwich City,3,0,943,639,68,32,44,80,43.26,24.56,26.02,27.64,80,20,1
2021-2022,Manchester Utd,Crystal Palace,1,0,1009,829,59,49,55,41,61.47,22.14,28.6,25.26,67,20,1
2021-2022,Leeds United,Brentford,2,2,826,295,51,53,72,49,40.31,26.3,26.67,33.33,0,100,0
2021-2022,Aston Villa,Leicester City,2,1,871,887,43,50,52,64,34.19,28.67,33.96,26.15,33,11,1
2021-2022,Everton,Arsenal,2,1,854,940,45,63,60,48,36.49,28.08,53.5,25.07,33,13,1
2021-2022,Brentford,Watford,2,1,325,722,53,41,49,64,31.25,31.25,25.18,21.99,100,0,1
2021-2022,Manchester City,Wolves,1,0,1148,850,96,39,25,58,48.51,21.91,28.72,26.6,57,14,1
2021-2022,Liverpool,Aston Villa,1,0,1101,864,98,43,33,52,52.39,24.6,34.15,28.64,78,0,1
2021-2022,Chelsea,Leeds United,3,2,1038,818,72,51,34,72,53.81,24.42,40.23,26.25,67,33,1
2021-2022,Arsenal,Southampton,3,0,951,814,63,47,48,65,53.54,25.04,31.02,27.2,53,27,1
2021-2022,Norwich City,Manchester Utd,0,1,636,1012,32,59,80,55,25.95,27.57,61.5,22.12,20,0,-1
2021-2022,Burnley,West Ham,0,0,783,971,41,57,60,51,27.4,24.91,33.57,25.56,31,15,0
2021-2022,Leicester City,Newcastle Utd,4,0,899,776,51,41,63,63,34.07,26.1,36.56,25.79,69,0,1
2021-2022,Crystal Palace,Everton,3,1,846,837,49,45,41,60,28.75,25.21,36.46,28.05,13,47,1
2021-2022,Norwich City,Aston Villa,0,2,629,871,32,43,80,52,25.88,27.49,34.22,28.61,20,0,-1
2021-2022,Manchester City,Leeds United,7,0,1152,814,98,51,24,72,48.57,21.89,40.15,26.2,33,33,1
2021-2022,Crystal Palace,Southampton,2,2,845,815,49,47,41,65,28.69,25.36,30.98,27.28,27,20,0
2021-2022,Brighton,Wolves,0,1,839,866,50,39,47,58,23.81,34.52,28.98,26.5,14,57,-1
2021-2022,Arsenal,West Ham,2,0,968,954,63,57,48,51,53.58,25.02,33.54,25.54,67,20,1
2021-2022,Chelsea,Everton,1,1,1030,845,72,45,34,60,53.76,24.49,36.43,28.12,47,27,0
2021-2022,Liverpool,Newcastle Utd,3,1,1105,772,98,41,33,63,52.43,24.58,36.53,25.77,54,31,1
2021-2022,Leeds United,Arsenal,1,4,805,977,51,64,72,48,40.08,26.15,53.62,25.0,0,33,-1
2021-2022,Wolves,Chelsea,0,0,873,1023,39,72,58,34,28.87,26.76,53.71,24.56,29,43,0
2021-2022,Newcastle Utd,Manchester City,0,4,769,1155,41,99,63,24,36.49,25.74,48.62,21.87,8,15,-1
2021-2022,Tottenham,Liverpool,2,2,950,1098,68,98,44,33,43.22,24.62,52.39,24.65,7,33,0
2021-2022,West Ham,Southampton,2,3,932,837,57,47,51,65,33.5,25.51,31.06,27.25,50,19,-1
2021-2022,Manchester City,Leicester City,6,3,1161,893,100,51,24,64,48.67,21.85,34.01,26.06,69,6,1
2021-2022,Norwich City,Arsenal,0,5,625,981,32,65,80,47,25.81,27.42,53.66,24.98,0,33,-1
2021-2022,Tottenham,Crystal Palace,3,0,961,834,68,49,44,41,43.27,24.6,28.63,25.31,69,19,1
2021-2022,Aston Villa,Chelsea,1,3,862,1032,43,72,52,34,34.18,28.59,53.75,24.54,10,10,-1
2021-2022,Brighton,Brentford,2,0,841,323,50,53,47,49,24.26,34.32,29.41,29.41,100,0,1
2021-2022,Newcastle Utd,Manchester Utd,1,1,779,1002,41,59,63,55,36.45,25.81,61.45,22.19,14,21,0
2021-2022,Southampton,Tottenham,1,1,842,956,47,68,65,44,31.03,27.34,43.24,24.67,20,20,0
2021-2022,Crystal Palace,Norwich City,3,0,841,618,49,32,41,80,28.78,25.26,25.74,27.35,80,20,1
2021-2022,Watford,West Ham,1,4,715,939,41,58,64,50,25.09,21.91,33.57,25.49,36,9,-1
2021-2022,Leicester City,Liverpool,1,0,917,1074,51,98,64,33,34.12,26.01,52.34,24.62,27,13,1
2021-2022,Chelsea,Brighton,1,1,1024,849,72,50,34,47,53.7,24.6,24.12,34.71,67,33,0
2021-2022,Brentford,Manchester City,0,1,323,1161,53,100,49,24,27.78,27.78,48.73,21.82,0,0,-1
2021-2022,Manchester Utd,Burnley,3,1,1009,776,59,41,55,60,61.48,22.17,27.3,24.82,62,31,1
2021-2022,Arsenal,Manchester City,1,2,973,1169,65,100,47,24,53.62,24.96,48.78,21.8,12,19,-1
2021-2022,Watford,Tottenham,0,1,709,962,41,68,64,44,25.0,21.83,43.29,24.65,8,25,-1
2021-2022,Crystal Palace,West Ham,2,3,829,951,49,58,41,50,28.72,25.21,33.64,25.46,19,38,-1
2021-2022,Leeds United,Burnley,3,1,820,761,51,41,72,60,40.19,26.1,27.21,24.73,75,25,1
2021-2022,Everton,Brighton,2,3,829,865,45,50,60,47,36.4,28.09,24.56,34.5,50,20,-1
2021-2022,Brentford,Aston Villa,2,1,354,831,53,43,49,52,31.58,26.32,34.15,28.56,50,50,1
2021-2022,Chelsea,Liverpool,2,2,1026,1072,72,98,34,33,53.66,24.67,52.29,24.69,19,44,0
2021-2022,Manchester Utd,Wolves,0,1,987,895,59,39,55,58,61.43,22.15,29.12,26.67,38,38,-1
2021-2022,Southampton,Brentford,4,1,844,352,48,53,64,49,31.11,27.3,30.0,25.0,100,0,1
2021-2022,West Ham,Norwich City,2,0,955,614,58,32,50,80,33.71,25.43,25.67,27.27,60,40,1
2021-2022,Brighton,Crystal Palace,1,1,863,831,50,49,47,41,24.42,34.88,28.66,25.36,20,50,0
2021-2022,Manchester City,Chelsea,1,0,1179,1016,100,72,24,34,48.84,21.78,53.61,24.65,56,12,1
2021-2022,Newcastle Utd,Watford,1,1,776,712,41,41,63,64,36.42,25.89,24.91,22.11,10,40,0
2021-2022,Wolves,Southampton,3,1,909,830,39,48,58,64,29.37,26.57,31.07,27.27,62,25,1
2021-2022,Norwich City,Everton,2,1,639,804,32,45,80,60,25.87,27.2,36.36,28.07,33,17,1
2021-2022,Aston Villa,Manchester Utd,2,2,838,980,43,59,52,55,34.12,28.63,61.38,22.22,10,30,0
2021-2022,West Ham,Leeds United,2,3,933,842,58,51,50,72,33.67,25.41,40.3,26.05,75,0,-1
2021-2022,Liverpool,Brentford,3,0,1072,352,98,53,33,49,52.33,24.67,28.57,23.81,50,50,1
2021-2022,Brighton,Chelsea,1,1,870,1009,50,72,47,34,24.28,35.26,53.56,24.71,0,40,0
2021-2022,Leicester City,Tottenham,2,3,903,976,51,68,64,44,34.06,25.97,43.34,24.62,27,13,-1
2021-2022,Brentford,Manchester Utd,1,3,351,981,53,59,49,55,27.27,22.73,61.41,22.2,0,0,-1
2021-2022,Watford,Norwich City,0,3,693,658,41,32,64,79,24.83,22.03,26.06,27.13,67,0,-1
2021-2022,Everton,Aston Villa,0,1,790,852,45,43,60,52,36.33,28.04,34.18,28.6,30,20,-1
2021-2022,Manchester Utd,West Ham,1,0,995,919,59,58,55,50,61.44,22.18,33.64,25.38,50,31,1
2021-2022,Brentford,Wolves,1,2,350,910,53,39,49,58,26.09,21.74,29.62,26.48,50,0,-1
2021-2022,Leeds United,Newcastle Utd,0,1,823,795,51,41,72,63,40.23,26.0,36.48,25.86,50,25,-1
2021-2022,Southampton,Manchester City,1,1,842,1167,48,100,64,24,31.03,27.36,48.79,21.86,12,19,0
2021-2022,Leicester City,Brighton,1,1,901,872,51,50,64,47,34.01,26.09,24.14,35.63,60,30,0
2021-2022,Crystal Palace,Liverpool,1,3,825,1078,49,98,41,33,28.6,25.31,52.38,24.65,25,0,-1
2021-2022,Arsenal,Burnley,0,0,964,770,65,41,47,60,53.57,25.02,27.11,25.0,71,21,0
2021-2022,Chelsea,Tottenham,2,0,1023,962,72,68,34,44,53.6,24.69,43.3,24.6,56,19,1
2021-2022,Burnley,Watford,0,0,767,696,41,41,60,64,27.02,25.26,24.74,22.3,56,22,0
